Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,John Surtees,SUR,Cooper Maserati,65,2:06:35.340,9
2,5,Jack Brabham,BRA,Brabham Repco,65,+7.880s,6
3,6,Denny Hulme,HUL,Brabham Repco,64,+1 lap,4
4,12,Richie Ginther,GIN,Honda,64,+1 lap,3
5,15,Dan Gurney,GUR,Eagle Climax,64,+1 lap,2
6,22,Jo Bonnier,BON,Cooper Maserati,63,+2 laps,1
7,2,Peter Arundell,ARU,Lotus BRM,61,+4 laps,0
8,14,Ronnie Bucknum,BUC,Honda,60,+5 laps,0
NC,11,Pedro Rodriguez,ROD,Lotus Climax,49,DNF,0
NC,17,Bruce McLaren,MCL,McLaren Ford,40,DNF,0
NC,19,Jo Siffert,SIF,Cooper Maserati,33,DNF,0
NC,8,Jochen Rindt,RIN,Cooper Maserati,32,DNF,0
NC,10,Innes Ireland,IRE,BRM,28,DNF,0
NC,4,Jackie Stewart,STE,BRM,26,DNF,0
NC,16,Bob Bondurant,BON,Eagle Weslake,24,DNF,0
NC,3,Graham Hill,HIL,BRM,18,DNF,0
NC,9,Moises Solana,SOL,Cooper Maserati,9,DNF,0
NC,1,Jim Clark,CLA,Lotus BRM,9,DNF,0
