Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,8,Mika Hakkinen,HAK,McLaren Mercedes,1:23.271,10
2,3,Michael Schumacher,MSC,Ferrari,1:23.720,11
3,1,Jacques Villeneuve,VIL,Williams Mecachrome,1:24.102,12
4,7,David Coulthard,COU,McLaren Mercedes,1:24.310,12
5,4,Eddie Irvine,IRV,Ferrari,1:24.436,12
6,2,Heinz-Harald Frentzen,FRE,Williams Mecachrome,1:24.442,12
7,9,Damon Hill,HIL,Jordan Mugen Honda,1:24.542,12
8,14,Jean Alesi,ALE,Sauber Petronas,1:25.081,12
9,15,Johnny Herbert,HER,Sauber Petronas,1:25.084,12
10,5,Giancarlo Fisichella,FIS,Benetton Playlife,1:25.654,12
11,6,Alexander Wurz,WUR,Benetton Playlife,1:25.760,12
12,16,Pedro Diniz,DIN,Arrows,1:26.376,12
13,17,Mika Salo,SAL,Arrows,1:26.487,12
14,12,Jarno Trulli,TRU,Prost Peugeot,1:26.808,11
15,19,Jos Verstappen,VER,Stewart Ford,1:26.948,12
16,18,Rubens Barrichello,BAR,Stewart Ford,1:26.990,12
17,21,Toranosuke Takagi,TAK,Tyrrell Ford,1:27.061,12
18,23,Esteban Tuero,TUE,Minardi Ford,1:28.051,11
19,22,Shinji Nakano,NAK,Minardi Ford,1:28.123,12
20,20,Ricardo Rosset,ROS,Tyrrell Ford,1:28.608,12
21,10,Ralf Schumacher,RSC,Jordan Mugen Honda,No Time,12
22,11,Olivier Panis,PAN,Prost Peugeot,No Time,12
