Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,15,Alain Prost,PRO,Renault,54,1:34:13.913,9
2,5,Nelson Piquet,PIQ,Brabham BMW,54,+29.720s,6
3,16,Eddie Cheever,CHE,Renault,54,+40.232s,4
4,27,Patrick Tambay,TAM,Ferrari,54,+66.880s,3
5,1,Keke Rosberg,ROS,Williams Ford,53,+1 lap,2
6,2,Jacques Laffite,LAF,Williams Ford,53,+1 lap,1
7,28,Rene Arnoux,ARN,Ferrari,53,+1 lap,0
8,3,Michele Alboreto,ALB,Tyrrell Ford,53,+1 lap,0
9,25,Jean-Pierre Jarier,JAR,Ligier Ford,53,+1 lap,0
10,29,Marc Surer,SUR,Arrows Ford,53,+1 lap,0
11,34,Johnny Cecotto,CEC,Theodore Ford,52,+2 laps,0
12,22,Andrea de Cesaris,DEC,Alfa Romeo,50,+4 laps,0
13,36,Bruno Giacomelli,GIA,Toleman Hart,49,DNF,0
NC,26,Raul Boesel,BOE,Ligier Ford,47,DNF,0
NC,31,Corrado Fabi,FAB,Osella Ford,36,DNF,0
NC,9,Manfred Winkelhock,WIN,ATS BMW,36,DNF,0
NC,8,Niki Lauda,LAU,McLaren Ford,29,DNF,0
NC,23,Mauro Baldi,BAL,Alfa Romeo,28,DNF,0
NC,30,Chico Serra,SER,Arrows Ford,26,DNF,0
NC,33,Roberto Guerrero,GUE,Theodore Ford,23,DNF,0
NC,4,Danny Sullivan,SUL,Tyrrell Ford,21,DNF,0
NC,11,Elio de Angelis,DEA,Lotus Renault,20,DNF,0
NC,6,Riccardo Patrese,PAT,Brabham BMW,19,DNF,0
NC,35,Derek Warwick,WAR,Toleman Hart,14,DNF,0
NC,12,Nigel Mansell,MAN,Lotus Ford,6,DNF,0
NC,7,John Watson,WAT,McLaren Ford,3,DNF,0
