Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,34,Juan Manuel Fangio,FAN,Alfa Romeo,100,3:13:18.700,9
2,40,Alberto Ascari,ASC,Ferrari,99,+1 lap,6
3,48,Louis Chiron,CHI,Maserati,98,+2 laps,4
4,42,Raymond Sommer,SOM,Ferrari,97,+3 laps,3
5,50,Prince Bira,BIR,Maserati,95,+5 laps,2
6,26,Bob Gerard,GER,ERA,94,+6 laps,0
7,6,Johnny Claes,CLA,Talbot-Lago,94,+6 laps,0
NC,38,Luigi Villoresi,VIL,Ferrari,63,DNF,0
NC,14,Philippe Etancelin,ETA,Talbot-Lago,36,DNF,0
NC,2,Jose Froilan Gonzalez,GON,Maserati,1,DNF,0
NC,36,Luigi Fagioli,FAG,Alfa Romeo,0,DNF,0
NC,32,Nino Farina,FAR,Alfa Romeo,0,DNF,0
NC,16,Louis Rosier,ROS,Talbot-Lago,0,DNF,0
NC,10,Robert Manzon,MAN,Simca-Gordini,0,DNF,0
NC,8,Harry Schell,SCH,Cooper JAP,0,DNF,0
NC,52,Toulo de Graffenried,DEG,Maserati,0,DNF,0
NC,12,Maurice Trintignant,TRI,Simca-Gordini,0,DNF,0
NC,24,Cuth Harrison,HAR,ERA,0,DNF,0
NC,44,Franco Rol,ROL,Maserati,0,DNF,0
