Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,3,Jacques Villeneuve,VIL,Williams Renault,1:23.303,11
2,4,Heinz-Harald Frentzen,FRE,Williams Renault,1:23.646,12
3,5,Michael Schumacher,MSC,Ferrari,1:23.955,11
4,14,Olivier Panis,PAN,Prost Mugen Honda,1:24.075,12
5,11,Ralf Schumacher,RSC,Jordan Peugeot,1:24.081,11
6,12,Giancarlo Fisichella,FIS,Jordan Peugeot,1:24.596,11
7,16,Johnny Herbert,HER,Sauber Petronas,1:24.723,12
8,9,Mika Hakkinen,HAK,McLaren Mercedes,1:24.812,12
9,6,Eddie Irvine,IRV,Ferrari,1:24.861,12
10,10,David Coulthard,COU,McLaren Mercedes,1:25.077,12
11,8,Gerhard Berger,BER,Benetton Renault,1:25.371,11
12,17,Nicola Larini,LAR,Sauber Petronas,1:25.544,11
13,22,Rubens Barrichello,BAR,Stewart Ford,1:25.579,12
14,7,Jean Alesi,ALE,Benetton Renault,1:25.729,10
15,1,Damon Hill,HIL,Arrows Yamaha,1:25.743,11
16,23,Jan Magnussen,MAG,Stewart Ford,1:26.192,8
17,2,Pedro Diniz,DIN,Arrows Yamaha,1:26.253,11
18,15,Shinji Nakano,NAK,Prost Mugen Honda,1:26.712,12
19,19,Mika Salo,SAL,Tyrrell Ford,1:26.852,12
20,21,Jarno Trulli,TRU,Minardi Hart,1:26.960,12
21,18,Jos Verstappen,VER,Tyrrell Ford,1:27.428,10
22,20,Ukyo Katayama,KAT,Minardi Hart,1:28.727,11
