Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,72,1:33:35.636,10
2,5,Ralf Schumacher,RSC,Williams BMW,72,+10.399s,6
3,2,Rubens Barrichello,BAR,Ferrari,72,+16.381s,4
4,4,David Coulthard,COU,McLaren Mercedes,72,+17.106s,3
5,12,Jarno Trulli,TRU,Jordan Honda,72,+68.285s,2
6,16,Nick Heidfeld,HEI,Sauber Petronas,71,+1 lap,1
7,17,Kimi Räikkönen,RAI,Sauber Petronas,71,+1 lap,0
8,11,Heinz-Harald Frentzen,FRE,Jordan Honda,71,+1 lap,0
9,9,Olivier Panis,PAN,BAR Honda,71,+1 lap,0
10,23,Luciano Burti,BUR,Prost Acer,71,+1 lap,0
11,7,Giancarlo Fisichella,FIS,Benetton Renault,71,+1 lap,0
12,22,Jean Alesi,ALE,Prost Acer,70,+2 laps,0
13,14,Jos Verstappen,VER,Arrows Asiatech,70,+2 laps,0
14,19,Pedro de la Rosa,DLR,Jaguar Cosworth,70,+2 laps,0
15,20,Tarso Marques,MAR,Minardi European,69,+3 laps,0
16,8,Jenson Button,BUT,Benetton Renault,68,DNF,0
17,21,Fernando Alonso,ALO,Minardi European,65,DNF,0
NC,18,Eddie Irvine,IRV,Jaguar Cosworth,54,DNF,0
NC,6,Juan Pablo Montoya,MOY,Williams BMW,52,DNF,0
NC,15,Enrique Bernoldi,BER,Arrows Asiatech,17,DNF,0
NC,10,Jacques Villeneuve,VIL,BAR Honda,5,DNF,0
NC,3,Mika Hakkinen,HAK,McLaren Mercedes,0,DNF,0
