Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,36,1:08:05.002,10
2,4,David Coulthard,COU,McLaren Mercedes,36,+10.098s,6
3,7,Giancarlo Fisichella,FIS,Benetton Renault,36,+27.742s,4
4,3,Mika Hakkinen,HAK,McLaren Mercedes,36,+36.087s,3
5,2,Rubens Barrichello,BAR,Ferrari,36,+54.521s,2
6,12,Jean Alesi,ALE,Jordan Honda,36,+59.684s,1
7,5,Ralf Schumacher,RSC,Williams BMW,36,+59.986s,0
8,10,Jacques Villeneuve,VIL,BAR Honda,36,+64.970s,0
9,22,Heinz-Harald Frentzen,FRE,Prost Acer,35,+1 lap,0
10,14,Jos Verstappen,VER,Arrows Asiatech,35,+1 lap,0
11,9,Olivier Panis,PAN,BAR Honda,35,+1 lap,0
12,15,Enrique Bernoldi,BER,Arrows Asiatech,35,+1 lap,0
13,20,Tarso Marques,MAR,Minardi European,32,+4 laps,0
NC,11,Jarno Trulli,TRU,Jordan Honda,31,DNF,0
NC,8,Jenson Button,BUT,Benetton Renault,17,DNF,0
NC,6,Juan Pablo Montoya,MOY,Williams BMW,1,DNF,0
NC,19,Pedro de la Rosa,DLR,Jaguar Cosworth,1,DNF,0
