Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Juan Pablo Montoya,MOY,Williams BMW,53,1:16:58.493,10
2,2,Rubens Barrichello,BAR,Ferrari,53,+5.175s,6
3,5,Ralf Schumacher,RSC,Williams BMW,53,+17.335s,4
4,1,Michael Schumacher,MSC,Ferrari,53,+24.991s,3
5,19,Pedro de la Rosa,DLR,Jaguar Cosworth,53,+74.984s,2
6,10,Jacques Villeneuve,VIL,BAR Honda,53,+82.469s,1
7,17,Kimi Räikkönen,RAI,Sauber Petronas,53,+83.107s,0
8,12,Jean Alesi,ALE,Jordan Honda,52,+1 lap,0
9,9,Olivier Panis,PAN,BAR Honda,52,+1 lap,0
10,7,Giancarlo Fisichella,FIS,Benetton Renault,52,+1 lap,0
11,16,Nick Heidfeld,HEI,Sauber Petronas,52,+1 lap,0
12,23,Tomas Enge,ENG,Prost Acer,52,+1 lap,0
13,21,Fernando Alonso,ALO,Minardi European,51,+2 laps,0
NC,15,Enrique Bernoldi,BER,Arrows Asiatech,46,DNF,0
NC,20,Alex Yoong,YOO,Minardi European,44,DNF,0
NC,22,Heinz-Harald Frentzen,FRE,Prost Acer,28,DNF,0
NC,14,Jos Verstappen,VER,Arrows Asiatech,25,DNF,0
NC,3,Mika Hakkinen,HAK,McLaren Mercedes,19,DNF,0
NC,18,Eddie Irvine,IRV,Jaguar Cosworth,14,DNF,0
NC,4,David Coulthard,COU,McLaren Mercedes,6,DNF,0
NC,8,Jenson Button,BUT,Benetton Renault,4,DNF,0
NC,11,Jarno Trulli,TRU,Jordan Honda,0,DNF,0
