Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,4,David Coulthard,COU,McLaren Mercedes,71,1:27:45.927,10
2,1,Michael Schumacher,MSC,Ferrari,71,+2.191s,6
3,2,Rubens Barrichello,BAR,Ferrari,71,+2.528s,4
4,17,Kimi Räikkönen,RAI,Sauber Petronas,71,+41.594s,3
5,9,Olivier Panis,PAN,BAR Honda,71,+53.776s,2
6,14,Jos Verstappen,VER,Arrows Asiatech,70,+1 lap,1
7,18,Eddie Irvine,IRV,Jaguar Cosworth,70,+1 lap,0
8,10,Jacques Villeneuve,VIL,BAR Honda,70,+1 lap,0
9,16,Nick Heidfeld,HEI,Sauber Petronas,69,+2 laps,0
10,22,Jean Alesi,ALE,Prost Acer,69,+2 laps,0
11,23,Luciano Burti,BUR,Prost Acer,69,+2 laps,0
NC,8,Jenson Button,BUT,Benetton Renault,60,DNF,0
NC,19,Pedro de la Rosa,DLR,Jaguar Cosworth,48,DNF,0
NC,6,Juan Pablo Montoya,MOY,Williams BMW,41,DNF,0
NC,21,Fernando Alonso,ALO,Minardi European,38,DNF,0
NC,20,Tarso Marques,MAR,Minardi European,25,DNF,0
NC,15,Enrique Bernoldi,BER,Arrows Asiatech,17,DNF,0
NC,5,Ralf Schumacher,RSC,Williams BMW,10,DNF,0
NC,7,Giancarlo Fisichella,FIS,Benetton Renault,3,DNF,0
NC,3,Mika Hakkinen,HAK,McLaren Mercedes,1,DNF,0
NC,11,Heinz-Harald Frentzen,FRE,Jordan Honda,0,DNF,0
