Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,67,1:29:42.724,10
2,6,Juan Pablo Montoya,MOY,Williams BMW,67,+4.217s,6
3,4,David Coulthard,COU,McLaren Mercedes,67,+24.993s,4
4,5,Ralf Schumacher,RSC,Williams BMW,67,+33.345s,3
5,2,Rubens Barrichello,BAR,Ferrari,67,+45.495s,2
6,3,Mika Hakkinen,HAK,McLaren Mercedes,67,+64.868s,1
7,18,Eddie Irvine,IRV,Jaguar Cosworth,67,+66.198s,0
8,19,Pedro de la Rosa,DLR,Jaguar Cosworth,66,+1 lap,0
9,10,Jacques Villeneuve,VIL,BAR Honda,66,+1 lap,0
10,17,Kimi Räikkönen,RAI,Sauber Petronas,66,+1 lap,0
11,7,Giancarlo Fisichella,FIS,Benetton Renault,66,+1 lap,0
12,23,Luciano Burti,BUR,Prost Acer,65,+2 laps,0
13,8,Jenson Button,BUT,Benetton Renault,65,+2 laps,0
14,21,Fernando Alonso,ALO,Minardi European,65,+2 laps,0
15,22,Jean Alesi,ALE,Prost Acer,64,DNF,0
NC,14,Jos Verstappen,VER,Arrows Asiatech,58,DNF,0
NC,16,Nick Heidfeld,HEI,Sauber Petronas,54,DNF,0
NC,11,Heinz-Harald Frentzen,FRE,Jordan Honda,48,DNF,0
NC,12,Jarno Trulli,TRU,Jordan Honda,44,DNF,0
NC,15,Enrique Bernoldi,BER,Arrows Asiatech,29,DNF,0
NC,9,Olivier Panis,PAN,BAR Honda,23,DNF,0
NC,20,Tarso Marques,MAR,Minardi European,7,DNF,0
