Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,16,Jack Brabham,BRA,Cooper Climax,50,1:57:24.900,8
2,44,Olivier Gendebien,GEN,Cooper Climax,50,+48.300s,6
3,18,Bruce McLaren,MCL,Cooper Climax,50,+51.900s,4
4,46,Henry Taylor,TAY,Cooper Climax,49,+1 lap,3
5,24,Jim Clark,CLA,Lotus Climax,49,+1 lap,2
6,22,Ron Flockhart,FLO,Lotus Climax,49,+1 lap,1
7,20,Innes Ireland,IRE,Lotus Climax,43,+7 laps,0
8,48,Bruce Halford,HAL,Cooper Climax,40,DNF,0
9,40,Masten Gregory,GRE,Cooper Maserati,37,+13 laps,0
10,42,Ian Burgess,BUR,Cooper Maserati,36,+14 laps,0
11,4,Wolfgang von Trips,VON,Ferrari,31,DNF,0
12,2,Phil Hill,HIL,Ferrari,29,DNF,0
NC,8,Jo Bonnier,BON,BRM,22,DNF,0
NC,36,Lucien Bianchi,BIA,Cooper Climax,18,DNF,0
NC,10,Dan Gurney,GUR,BRM,17,DNF,0
NC,30,Gino Munaron,MUN,Cooper Castellotti,15,DNF,0
NC,6,Willy Mairesse,MAI,Ferrari,14,DNF,0
NC,14,Tony Brooks,BRO,Vanwall,7,DNF,0
NC,38,Maurice Trintignant,TRI,Cooper Maserati,0,DNF,0
NC,12,Graham Hill,HIL,BRM,0,DNF,0
