Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,28,Stirling Moss,MOS,Lotus Climax,100,2:53:45.500,8
2,10,Bruce McLaren,MCL,Cooper Climax,100,+52.100s,6
3,36,Phil Hill,HIL,Ferrari,100,+61.900s,4
4,18,Tony Brooks,BRO,Cooper Climax,99,+1 lap,3
5,2,Jo Bonnier,BON,BRM,83,+17 laps,2
6,34,Richie Ginther,GIN,Ferrari,70,+30 laps,1
7,6,Graham Hill,HIL,BRM,66,DNF,0
8,38,Wolfgang von Trips,VON,Ferrari,61,DNF,0
9,22,Innes Ireland,IRE,Lotus Climax,56,+44 laps,0
NC,4,Dan Gurney,GUR,BRM,44,DNC,0
DQ,8,Jack Brabham,BRA,Cooper Climax,40,DSQ,0
NC,14,Roy Salvadori,SAL,Cooper Climax,29,DNF,0
NC,24,Alan Stacey,STA,Lotus Climax,23,DNF,0
NC,26,John Surtees,SUR,Lotus Climax,17,DNF,0
NC,16,Chris Bristow,BRI,Cooper Climax,17,DNF,0
NC,44,Maurice Trintignant,TRI,Cooper Maserati,4,DNF,0
