Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,10,Pierre Gasly,GAS,AlphaTauri Honda,53,1:47:06.056,25
2,55,Carlos Sainz,SAI,McLaren Renault,53,+0.415s,18
3,18,Lance Stroll,STR,Racing Point BWT Mercedes,53,+3.358s,15
4,4,Lando Norris,NOR,McLaren Renault,53,+6.000s,12
5,77,Valtteri Bottas,BOT,Mercedes,53,+7.108s,10
6,3,Daniel Ricciardo,RIC,Renault,53,+8.391s,8
7,44,Lewis Hamilton,HAM,Mercedes,53,+17.245s,7
8,31,Esteban Ocon,OCO,Renault,53,+18.691s,4
9,26,Daniil Kvyat,KVY,AlphaTauri Honda,53,+22.208s,2
10,11,Sergio Perez,PER,Racing Point BWT Mercedes,53,+23.224s,1
11,6,Nicholas Latifi,LAT,Williams Mercedes,53,+32.876s,0
12,8,Romain Grosjean,GRO,Haas Ferrari,53,+35.164s,0
13,7,Kimi Räikkönen,RAI,Alfa Romeo Racing Ferrari,53,+36.312s,0
14,63,George Russell,RUS,Williams Mercedes,53,+36.593s,0
15,23,Alexander Albon,ALB,Red Bull Racing Honda,53,+37.533s,0
16,99,Antonio Giovinazzi,GIO,Alfa Romeo Racing Ferrari,53,+55.199s,0
NC,33,Max Verstappen,VER,Red Bull Racing Honda,30,DNF,0
NC,16,Charles Leclerc,LEC,Ferrari,23,DNF,0
NC,20,Kevin Magnussen,MAG,Haas Ferrari,17,DNF,0
NC,5,Sebastian Vettel,VET,Ferrari,6,DNF,0
