Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,18,Juan Manuel Fangio,FAN,Mercedes-Benz,22.0,3:45:45.800,8
2,1,Jose Froilan Gonzalez,GON,Ferrari,,SHC,3
2,1,Mike Hawthorn,HAW,Ferrari,22.0,+96.500s,3
3,2,Maurice Trintignant,TRI,Ferrari,22.0,+308.600s,4
4,19,Karl Kling,KLI,Mercedes-Benz,22.0,+366.500s,4
5,7,Sergio Mantovani,MAN,Maserati,22.0,+530.500s,2
6,4,Piero Taruffi,TAR,Ferrari,21.0,+1 lap,0
7,15,Harry Schell,SCH,Maserati,21.0,+1 lap,0
8,25,Louis Rosier,ROS,Ferrari,21.0,+1 lap,0
9,24,Robert Manzon,MAN,Ferrari,20.0,+2 laps,0
10,9,Jean Behra,BEH,Gordini,20.0,+2 laps,0
NC,14,Prince Bira,BIR,Maserati,18.0,DNF,0
NC,21,Hermann Lang,LAN,Mercedes-Benz,10.0,DNF,0
NC,11,Clemar Bucci,BUC,Gordini,8.0,DNF,0
NC,22,Theo Helfrich,HEL,Klenk BMW,8.0,DNF,0
NC,20,Hans Herrmann,HER,Mercedes-Benz,7.0,DNF,0
NC,10,Paul Frere,FRE,Gordini,4.0,DNF,0
NC,3,Mike Hawthorn,HAW,Ferrari,3.0,DNF,0
NC,8,Roberto Mieres,MIE,Maserati,2.0,DNF,0
NC,16,Stirling Moss,MOS,Maserati,1.0,DNF,0
NC,12,Andre Pilette,PIL,Gordini,0.0,DNF,0
