Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,30,Dan Gurney,GUR,Porsche,54,2:07:35.500,9
2,24,Tony Maggs,MAG,Cooper Climax,53,+1 lap,6
3,10,Richie Ginther,GIN,BRM,52,+2 laps,4
4,22,Bruce McLaren,MCL,Cooper Climax,51,+3 laps,3
5,18,John Surtees,SUR,Lola Climax,51,+3 laps,2
6,38,Carel Godin de Beaufort,DEB,Porsche,51,+3 laps,1
7,28,Maurice Trintignant,TRI,Lotus Climax,50,+4 laps,0
8,14,Trevor Taylor,TAY,Lotus Climax,48,+6 laps,0
9,8,Graham Hill,HIL,BRM,44,DNF,0
10,32,Jo Bonnier,BON,Porsche,42,DNF,0
NC,12,Jim Clark,CLA,Lotus Climax,33,DNF,0
NC,42,Jackie Lewis,LEW,Cooper Climax,27,DNF,0
NC,20,Roy Salvadori,SAL,Lola Climax,20,DNF,0
NC,34,Masten Gregory,GRE,Lotus BRM,14,DNF,0
NC,26,Jack Brabham,BRA,Lotus Climax,10,DNF,0
NC,40,Jo Siffert,SIF,Lotus BRM,5,DNF,0
NC,36,Innes Ireland,IRE,Lotus Climax,1,DNF,0
