Grand Prix,Date,Winner,Winner Abbreviation,Car,Laps,Time
netherlands,20 May 1962,Graham Hill,HIL,BRM,80,2:11:02.100
monaco,03 Jun 1962,Bruce McLaren,MCL,Cooper Climax,100,2:46:29.700
belgium,17 Jun 1962,Jim Clark,CLA,Lotus Climax,32,2:07:32.300
france,08 Jul 1962,Dan Gurney,GUR,Porsche,54,2:07:35.500
great-britain,21 Jul 1962,Jim Clark,CLA,Lotus Climax,75,2:26:20.800
germany,05 Aug 1962,Graham Hill,HIL,BRM,15,2:38:45.300
italy,16 Sep 1962,Graham Hill,HIL,BRM,86,2:29:08.400
united-states,07 Oct 1962,Jim Clark,CLA,Lotus Climax,100,2:07:13.000
south-africa,29 Dec 1962,Graham Hill,HIL,BRM,82,2:08:03.300
