Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,16,Jim Clark,CLA,Lotus Climax,32,2:07:32.300,9
2,1,Graham Hill,HIL,BRM,32,+44.100s,6
3,9,Phil Hill,HIL,Ferrari,32,+126.500s,4
4,12,Ricardo Rodriguez,ROD,Ferrari,32,+126.600s,3
5,5,John Surtees,SUR,Lola Climax,31,+1 lap,2
6,15,Jack Brabham,BRA,Lotus Climax,30,+2 laps,1
7,7,Carel Godin de Beaufort,DEB,Porsche,30,+2 laps,0
8,18,Maurice Trintignant,TRI,Lotus Climax,30,+2 laps,0
9,19,Lucien Bianchi,BIA,Lotus Climax,29,+3 laps,0
10,22,Jo Siffert,SIF,Lotus Climax,29,+3 laps,0
NC,17,Trevor Taylor,TAY,Lotus Climax,25,DNF,0
NC,10,Willy Mairesse,MAI,Ferrari,25,DNF,0
NC,2,Richie Ginther,GIN,BRM,22,DNF,0
NC,26,Tony Maggs,MAG,Cooper Climax,22,DNF,0
NC,25,Bruce McLaren,MCL,Cooper Climax,19,DNF,0
11,4,John Campbell-Jones,CAM,Lotus Climax,16,+16 laps,0
NC,21,Masten Gregory,GRE,Lotus BRM,13,DNF,0
NC,20,Innes Ireland,IRE,Lotus Climax,9,DNF,0
NC,11,Giancarlo Baghetti,BAG,Ferrari,4,DNF,0
