Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,14,Bruce McLaren,MCL,Cooper Climax,100,2:46:29.700,9
2,36,Phil Hill,HIL,Ferrari,100,+1.300s,6
3,38,Lorenzo Bandini,BAN,Ferrari,100,+84.100s,4
4,28,John Surtees,SUR,Lola Climax,99,+1 lap,3
5,2,Jo Bonnier,BON,Porsche,93,+7 laps,2
6,10,Graham Hill,HIL,BRM,92,DNF,1
7,40,Willy Mairesse,MAI,Ferrari,90,DNF,0
8,22,Jack Brabham,BRA,Lotus Climax,77,DNF,0
NC,34,Innes Ireland,IRE,Lotus Climax,64,DNF,0
NC,18,Jim Clark,CLA,Lotus Climax,55,DNF,0
NC,26,Roy Salvadori,SAL,Lola Climax,44,DNF,0
NC,16,Tony Maggs,MAG,Cooper Climax,43,DNF,0
NC,20,Trevor Taylor,TAY,Lotus Climax,24,DNF,0
NC,4,Dan Gurney,GUR,Porsche,0,DNF,0
NC,8,Richie Ginther,GIN,BRM,0,DNF,0
NC,30,Maurice Trintignant,TRI,Lotus Climax,0,DNF,0
