Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Graham Hill,HIL,BRM,15,2:38:45.300,9
2,14,John Surtees,SUR,Lola Climax,15,+2.500s,6
3,7,Dan Gurney,GUR,Porsche,15,+4.400s,4
4,5,Jim Clark,CLA,Lotus Climax,15,+42.100s,3
5,9,Bruce McLaren,MCL,Cooper Climax,15,+79.600s,2
6,3,Ricardo Rodriguez,ROD,Ferrari,15,+83.800s,1
7,8,Jo Bonnier,BON,Porsche,15,+277.300s,0
8,12,Richie Ginther,GIN,BRM,15,+300.100s,0
9,10,Tony Maggs,MAG,Cooper Climax,15,+306.800s,0
10,2,Giancarlo Baghetti,BAG,Ferrari,15,+494.700s,0
11,25,Ian Burgess,BUR,Cooper Climax,15,+495.300s,0
12,19,Jo Siffert,SIF,Lotus Climax,15,+498.500s,0
13,18,Carel Godin de Beaufort,DEB,Porsche,15,+551.800s,0
14,32,Heini Walter,WAL,Porsche,14,+1 lap,0
15,26,Nino Vaccarella,VAC,Porsche,14,+1 lap,0
16,21,Lucien Bianchi,BIA,ENB Maserati,14,+1 lap,0
17,20,Jackie Lewis,LEW,Cooper Climax,10,DNF,0
NC,16,Jack Brabham,BRA,Brabham Climax,9,DNF,0
NC,1,Phil Hill,HIL,Ferrari,9,DNF,0
NC,27,Keith Greene,GRE,Gilby BRM,7,DNF,0
NC,17,Maurice Trintignant,TRI,Lotus Climax,4,DNF,0
NC,4,Lorenzo Bandini,BAN,Ferrari,4,DNF,0
NC,15,Roy Salvadori,SAL,Lola Climax,4,DNF,0
NC,28,Heinz Schiller,SCH,Lotus BRM,4,DNF,0
NC,31,Bernard Collomb,COL,Cooper Climax,2,DNF,0
NC,6,Trevor Taylor,TAY,Lotus Climax,0,DNF,0
