Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,Stirling Moss,MOS,Lotus Climax,15,2:18:12.400,9
2,3,Wolfgang von Trips,VON,Ferrari,15,+21.400s,6
3,4,Phil Hill,HIL,Ferrari,15,+22.500s,4
4,14,Jim Clark,CLA,Lotus Climax,15,+77.100s,3
5,18,John Surtees,SUR,Cooper Climax,15,+113.100s,2
6,2,Bruce McLaren,MCL,Cooper Climax,15,+161.400s,1
7,9,Dan Gurney,GUR,Porsche,15,+202.600s,0
8,5,Richie Ginther,GIN,Ferrari,15,+323.100s,0
9,28,Jackie Lewis,LEW,Cooper Climax,15,+323.700s,0
10,19,Roy Salvadori,SAL,Cooper Climax,15,+731.500s,0
11,33,Tony Maggs,MAG,Lotus Climax,14,+1 lap,0
12,30,Ian Burgess,BUR,Cooper Climax,14,+1 lap,0
13,11,Hans Herrmann,HER,Porsche,14,+1 lap,0
14,31,Carel Godin de Beaufort,DEB,Porsche,14,+1 lap,0
NC,6,Willy Mairesse,MAI,Ferrari,13,DNF,0
15,37,Tony Marsh,MAR,Lotus Climax,13,+2 laps,0
16,27,Gerry Ashmore,ASH,Lotus Climax,13,+2 laps,0
NC,20,Maurice Trintignant,TRI,Cooper Maserati,12,DNF,0
NC,38,Bernard Collomb,COL,Cooper Climax,11,DNF,0
NC,32,Lorenzo Bandini,BAN,Cooper Maserati,10,DNF,0
NC,16,Tony Brooks,BRO,BRM Climax,6,DNF,0
NC,8,Jo Bonnier,BON,Porsche,5,DNF,0
NC,26,Wolfgang Seidel,SEI,Lotus Climax,3,DNF,0
NC,15,Innes Ireland,IRE,Lotus Climax,1,DNF,0
NC,17,Graham Hill,HIL,BRM Climax,1,DNF,0
NC,1,Jack Brabham,BRA,Cooper Climax,0,DNF,0
