Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,66,1:27:32.841,10
2,2,Rubens Barrichello,BAR,Ferrari,66,+13.290s,8
3,7,Jarno Trulli,TRU,Renault,66,+32.294s,6
4,8,Fernando Alonso,ALO,Renault,66,+32.952s,5
5,10,Takuma Sato,SAT,BAR Honda,66,+42.327s,4
6,4,Ralf Schumacher,RSC,Williams BMW,66,+73.804s,3
7,11,Giancarlo Fisichella,FIS,Sauber Petronas,66,+77.108s,2
8,9,Jenson Button,BUT,BAR Honda,65,+1 lap,1
9,12,Felipe Massa,MAS,Sauber Petronas,65,+1 lap,0
10,5,David Coulthard,COU,McLaren Mercedes,65,+1 lap,0
11,6,Kimi Räikkönen,RAI,McLaren Mercedes,65,+1 lap,0
12,14,Mark Webber,WEB,Jaguar Cosworth,65,+1 lap,0
13,16,Cristiano da Matta,DAM,Toyota,65,+1 lap,0
NC,19,Giorgio Pantano,PAN,Jordan Ford,51,DNF,0
NC,3,Juan Pablo Montoya,MOY,Williams BMW,46,DNF,0
NC,15,Christian Klien,KLI,Jaguar Cosworth,43,DNF,0
NC,17,Olivier Panis,PAN,Toyota,33,DNF,0
NC,18,Nick Heidfeld,HEI,Jordan Ford,33,DNF,0
NC,20,Gianmaria Bruni,BRU,Minardi Cosworth,31,DNF,0
NC,21,Zsolt Baumgartner,BAU,Minardi Cosworth,17,DNF,0
