Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,Jarno Trulli,TRU,Renault,77,1:45:46.601,10
2,9,Jenson Button,BUT,BAR Honda,77,+0.497s,8
3,2,Rubens Barrichello,BAR,Ferrari,77,+75.766s,6
4,3,Juan Pablo Montoya,MOY,Williams BMW,76,+1 lap,5
5,12,Felipe Massa,MAS,Sauber Petronas,76,+1 lap,4
6,16,Cristiano da Matta,DAM,Toyota,76,+1 lap,3
7,18,Nick Heidfeld,HEI,Jordan Ford,75,+2 laps,2
8,17,Olivier Panis,PAN,Toyota,74,+3 laps,1
9,21,Zsolt Baumgartner,BAU,Minardi Cosworth,71,+6 laps,0
10,4,Ralf Schumacher,RSC,Williams BMW,69,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,45,DNF,0
NC,8,Fernando Alonso,ALO,Renault,41,DNF,0
NC,6,Kimi Räikkönen,RAI,McLaren Mercedes,27,DNF,0
NC,20,Gianmaria Bruni,BRU,Minardi Cosworth,15,DNF,0
NC,19,Giorgio Pantano,PAN,Jordan Ford,12,DNF,0
NC,14,Mark Webber,WEB,Jaguar Cosworth,11,DNF,0
NC,10,Takuma Sato,SAT,BAR Honda,2,DNF,0
NC,5,David Coulthard,COU,McLaren Mercedes,2,DNF,0
NC,11,Giancarlo Fisichella,FIS,Sauber Petronas,2,DNF,0
NC,15,Christian Klien,KLI,Jaguar Cosworth,0,DNF,0
