Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,9,Kimi Räikkönen,RAI,McLaren Mercedes,58,1:24:34.454,10
2,5,Fernando Alonso,ALO,Renault,58,+18.609s,8
3,10,Juan Pablo Montoya,MOY,McLaren Mercedes,58,+19.635s,6
4,6,Giancarlo Fisichella,FIS,Renault,58,+37.973s,5
5,3,Jenson Button,BUT,BAR Honda,58,+39.304s,4
6,16,Jarno Trulli,TRU,Toyota,58,+55.420s,3
7,14,David Coulthard,COU,RBR Cosworth,58,+69.296s,2
8,15,Christian Klien,KLI,RBR Cosworth,58,+71.622s,1
9,4,Takuma Sato,SAT,BAR Honda,58,+109.987s,0
10,2,Rubens Barrichello,BAR,Ferrari,57,+1 lap,0
11,11,Jacques Villeneuve,VIL,Sauber Petronas,57,+1 lap,0
12,17,Ralf Schumacher,RSC,Toyota,57,+1 lap,0
13,20,Robert Doornbos,DOO,Minardi Cosworth,55,+3 laps,0
14,19,Narain Karthikeyan,KAR,Jordan Toyota,55,+3 laps,0
15,18,Tiago Monteiro,MON,Jordan Toyota,55,+3 laps,0
NC,21,Christijan Albers,ALB,Minardi Cosworth,48,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,32,DNF,0
NC,8,Nick Heidfeld,HEI,Williams BMW,29,DNF,0
NC,12,Felipe Massa,MAS,Sauber Petronas,28,DNF,0
NC,7,Mark Webber,WEB,Williams BMW,20,DNF,0
