Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Fernando Alonso,ALO,Renault,57,1:29:18.531,10
2,16,Jarno Trulli,TRU,Toyota,57,+13.409s,8
3,9,Kimi Räikkönen,RAI,McLaren Mercedes,57,+32.063s,6
4,17,Ralf Schumacher,RSC,Toyota,57,+53.272s,5
5,10,Pedro de la Rosa,DLR,McLaren Mercedes,57,+64.988s,4
6,7,Mark Webber,WEB,Williams BMW,57,+74.701s,3
7,12,Felipe Massa,MAS,Sauber Petronas,56,+1 lap,2
8,14,David Coulthard,COU,RBR Cosworth,56,+1 lap,1
9,2,Rubens Barrichello,BAR,Ferrari,56,+1 lap,0
10,18,Tiago Monteiro,MON,Jordan Toyota,55,+2 laps,0
11,11,Jacques Villeneuve,VIL,Sauber Petronas,54,DNF,0
12,20,Patrick Friesacher,FRI,Minardi Cosworth,54,+3 laps,0
13,21,Christijan Albers,ALB,Minardi Cosworth,53,+4 laps,0
NC,3,Jenson Button,BUT,BAR Honda,46,DNF,0
NC,4,Takuma Sato,SAT,BAR Honda,27,DNF,0
NC,8,Nick Heidfeld,HEI,Williams BMW,25,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,12,DNF,0
NC,6,Giancarlo Fisichella,FIS,Renault,4,DNF,0
NC,19,Narain Karthikeyan,KAR,Jordan Toyota,2,DNF,0
NC,15,Christian Klien,KLI,RBR Cosworth,0,DNF,0
