Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Fernando Alonso,ALO,Renault,70,1:31:22.233,10
2,9,Kimi Räikkönen,RAI,McLaren Mercedes,70,+11.805s,8
3,1,Michael Schumacher,MSC,Ferrari,70,+81.914s,6
4,3,Jenson Button,BUT,BAR Honda,69,+1 lap,5
5,16,Jarno Trulli,TRU,Toyota,69,+1 lap,4
6,6,Giancarlo Fisichella,FIS,Renault,69,+1 lap,3
7,17,Ralf Schumacher,RSC,Toyota,69,+1 lap,2
8,11,Jacques Villeneuve,VIL,Sauber Petronas,69,+1 lap,1
9,2,Rubens Barrichello,BAR,Ferrari,69,+1 lap,0
10,14,David Coulthard,COU,RBR Cosworth,69,+1 lap,0
11,4,Takuma Sato,SAT,BAR Honda,69,+1 lap,0
12,7,Mark Webber,WEB,Williams BMW,68,+2 laps,0
13,18,Tiago Monteiro,MON,Jordan Toyota,67,+3 laps,0
14,8,Nick Heidfeld,HEI,Williams BMW,66,+4 laps,0
15,19,Narain Karthikeyan,KAR,Jordan Toyota,66,+4 laps,0
NC,10,Juan Pablo Montoya,MOY,McLaren Mercedes,46,DNF,0
NC,21,Christijan Albers,ALB,Minardi Cosworth,37,DNF,0
NC,20,Patrick Friesacher,FRI,Minardi Cosworth,33,DNF,0
NC,12,Felipe Massa,MAS,Sauber Petronas,30,DNF,0
NC,15,Christian Klien,KLI,RBR Cosworth,1,DNF,0
