Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,9,Kimi Räikkönen,RAI,McLaren Mercedes,66,1:27:16.830,10
2,5,Fernando Alonso,ALO,Renault,66,+27.652s,8
3,16,Jarno Trulli,TRU,Toyota,66,+45.947s,6
4,17,Ralf Schumacher,RSC,Toyota,66,+46.719s,5
5,6,Giancarlo Fisichella,FIS,Renault,66,+57.936s,4
6,7,Mark Webber,WEB,Williams BMW,66,+68.542s,3
7,10,Juan Pablo Montoya,MOY,McLaren Mercedes,65,+1 lap,2
8,14,David Coulthard,COU,RBR Cosworth,65,+1 lap,1
9,2,Rubens Barrichello,BAR,Ferrari,65,+1 lap,0
10,8,Nick Heidfeld,HEI,Williams BMW,65,+1 lap,0
11,12,Felipe Massa,MAS,Sauber Petronas,63,DNF,0
12,18,Tiago Monteiro,MON,Jordan Toyota,63,+3 laps,0
13,19,Narain Karthikeyan,KAR,Jordan Toyota,63,+3 laps,0
NC,11,Jacques Villeneuve,VIL,Sauber Petronas,51,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,46,DNF,0
NC,21,Christijan Albers,ALB,Minardi Cosworth,19,DNF,0
NC,20,Patrick Friesacher,FRI,Minardi Cosworth,11,DNF,0
NC,15,Vitantonio Liuzzi,LIU,RBR Cosworth,9,DNF,0
