Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,9,Kimi Räikkönen,RAI,McLaren Mercedes,78,1:45:15.556,10
2,8,Nick Heidfeld,HEI,Williams BMW,78,+13.877s,8
3,7,Mark Webber,WEB,Williams BMW,78,+18.484s,6
4,5,Fernando Alonso,ALO,Renault,78,+36.487s,5
5,10,Juan Pablo Montoya,MOY,McLaren Mercedes,78,+36.647s,4
6,17,Ralf Schumacher,RSC,Toyota,78,+37.177s,3
7,1,Michael Schumacher,MSC,Ferrari,78,+37.223s,2
8,2,Rubens Barrichello,BAR,Ferrari,78,+37.570s,1
9,12,Felipe Massa,MAS,Sauber Petronas,77,+1 lap,0
10,16,Jarno Trulli,TRU,Toyota,77,+1 lap,0
11,11,Jacques Villeneuve,VIL,Sauber Petronas,77,+1 lap,0
12,6,Giancarlo Fisichella,FIS,Renault,77,+1 lap,0
13,18,Tiago Monteiro,MON,Jordan Toyota,75,+3 laps,0
14,21,Christijan Albers,ALB,Minardi Cosworth,73,+5 laps,0
NC,15,Vitantonio Liuzzi,LIU,RBR Cosworth,59,DNF,0
NC,20,Patrick Friesacher,FRI,Minardi Cosworth,29,DNF,0
NC,14,David Coulthard,COU,RBR Cosworth,23,DNF,0
NC,19,Narain Karthikeyan,KAR,Jordan Toyota,18,DNF,0
