Grand Prix,Date,Winner,Winner Abbreviation,Car,Laps,Time
argentina,22 Jan 1956,Luigi Musso,MUS,Ferrari,,
argentina,22 Jan 1956,Juan Manuel Fangio,FAN,Ferrari,98.0,3:00:03.700
monaco,13 May 1956,Stirling Moss,MOS,Maserati,100.0,3:00:32.900
indianapolis-500,30 May 1956,Pat Flaherty,FLA,Watson Offenhauser,200.0,3:53:28.840
belgium,03 Jun 1956,Peter Collins,COL,Ferrari,36.0,2:40:00.300
france,01 Jul 1956,Peter Collins,COL,Ferrari,61.0,2:34:23.400
great-britain,14 Jul 1956,Juan Manuel Fangio,FAN,Ferrari,101.0,2:59:47.000
germany,05 Aug 1956,Juan Manuel Fangio,FAN,Ferrari,22.0,3:38:43.700
italy,02 Sep 1956,Stirling Moss,MOS,Maserati,50.0,2:23:41.300
