Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,28,Stirling Moss,MOS,Maserati,100.0,3:00:32.900,8.0
2,26,Peter Collins,COL,Ferrari,,SHC,3.0
2,26,Juan Manuel Fangio,FAN,Ferrari,100.0,+6.100s,4.0
3,30,Jean Behra,BEH,Maserati,99.0,+1 lap,4.0
4,20,Juan Manuel Fangio,FAN,Ferrari,,SHC,0.0
4,20,Eugenio Castellotti,CAS,Ferrari,94.0,+6 laps,1.5
5,6,Hermano da Silva Ramos,DAS,Gordini,93.0,+7 laps,2.0
NC,2,Robert Manzon,MAN,Gordini,90.0,DNF,0.0
6,4,Elie Bayol,BAY,Gordini,,SHC,0.0
6,4,Andre Pilette,PIL,Gordini,88.0,+12 laps,0.0
7,32,Cesare Perdisa,PER,Maserati,86.0,+14 laps,0.0
8,18,Horace Gould,GOU,Maserati,85.0,+15 laps,0.0
NC,8,Louis Rosier,ROS,Maserati,72.0,DNF,0.0
NC,22,Eugenio Castellotti,CAS,Ferrari,14.0,DNF,0.0
NC,14,Maurice Trintignant,TRI,Vanwall,13.0,DNF,0.0
NC,16,Harry Schell,SCH,Vanwall,2.0,DNF,0.0
NC,24,Luigi Musso,MUS,Ferrari,2.0,DNF,0.0
