Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Juan Pablo Montoya,MOY,Williams BMW,78,1:42:19.010,10
2,6,Kimi Räikkönen,RAI,McLaren Mercedes,78,+0.602s,8
3,1,Michael Schumacher,MSC,Ferrari,78,+1.720s,6
4,4,Ralf Schumacher,RSC,Williams BMW,78,+28.518s,5
5,8,Fernando Alonso,ALO,Renault,78,+36.251s,4
6,7,Jarno Trulli,TRU,Renault,78,+40.972s,3
7,5,David Coulthard,COU,McLaren Mercedes,78,+41.227s,2
8,2,Rubens Barrichello,BAR,Ferrari,78,+53.266s,1
9,21,Cristiano da Matta,DAM,Toyota,77,+1 lap,0
10,11,Giancarlo Fisichella,FIS,Jordan Ford,77,+1 lap,0
11,9,Nick Heidfeld,HEI,Sauber Petronas,76,+2 laps,0
12,12,Ralph Firman,FIR,Jordan Ford,76,+2 laps,0
13,20,Olivier Panis,PAN,Toyota,74,+4 laps,0
NC,16,Jacques Villeneuve,VIL,BAR Honda,63,DNF,0
NC,18,Justin Wilson,WIL,Minardi Cosworth,29,DNF,0
NC,19,Jos Verstappen,VER,Minardi Cosworth,28,DNF,0
NC,14,Mark Webber,WEB,Jaguar Cosworth,16,DNF,0
NC,15,Antonio Pizzonia,PIZ,Jaguar Cosworth,10,DNF,0
NC,10,Heinz-Harald Frentzen,FRE,Sauber Petronas,0,DNF,0
