Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,62,1:28:12.058,10
2,6,Kimi Räikkönen,RAI,McLaren Mercedes,62,+1.882s,8
3,2,Rubens Barrichello,BAR,Ferrari,62,+2.291s,6
4,4,Ralf Schumacher,RSC,Williams BMW,62,+8.803s,5
5,5,David Coulthard,COU,McLaren Mercedes,62,+9.411s,4
6,8,Fernando Alonso,ALO,Renault,62,+43.689s,3
7,3,Juan Pablo Montoya,MOY,Williams BMW,62,+45.271s,2
8,17,Jenson Button,BUT,BAR Honda,61,+1 lap,1
9,20,Olivier Panis,PAN,Toyota,61,+1 lap,0
10,9,Nick Heidfeld,HEI,Sauber Petronas,61,+1 lap,0
11,10,Heinz-Harald Frentzen,FRE,Sauber Petronas,61,+1 lap,0
12,21,Cristiano da Matta,DAM,Toyota,61,+1 lap,0
13,7,Jarno Trulli,TRU,Renault,61,+1 lap,0
14,15,Antonio Pizzonia,PIZ,Jaguar Cosworth,60,+2 laps,0
15,11,Giancarlo Fisichella,FIS,Jordan Ford,57,DNF,0
NC,14,Mark Webber,WEB,Jaguar Cosworth,54,DNF,0
NC,12,Ralph Firman,FIR,Jordan Ford,51,DNF,0
NC,19,Jos Verstappen,VER,Minardi Cosworth,38,DNF,0
NC,18,Justin Wilson,WIL,Minardi Cosworth,23,DNF,0
NC,16,Jacques Villeneuve,VIL,BAR Honda,19,DNF,0
