Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,73,1:33:35.997,10
2,6,Kimi Räikkönen,RAI,McLaren Mercedes,73,+18.258s,8
3,10,Heinz-Harald Frentzen,FRE,Sauber Petronas,73,+37.964s,6
4,7,Jarno Trulli,TRU,Renault,73,+48.329s,5
5,9,Nick Heidfeld,HEI,Sauber Petronas,73,+56.403s,4
6,3,Juan Pablo Montoya,MOY,Williams BMW,72,+1 lap,3
7,11,Giancarlo Fisichella,FIS,Jordan Ford,72,+1 lap,2
8,15,Justin Wilson,WIL,Jaguar Cosworth,71,+2 laps,1
9,21,Cristiano da Matta,DAM,Toyota,71,+2 laps,0
10,19,Jos Verstappen,VER,Minardi Cosworth,69,+4 laps,0
11,18,Nicolas Kiesa,KIE,Minardi Cosworth,69,+4 laps,0
NC,16,Jacques Villeneuve,VIL,BAR Honda,63,DNF,0
NC,12,Ralph Firman,FIR,Jordan Ford,48,DNF,0
NC,5,David Coulthard,COU,McLaren Mercedes,45,DNF,0
NC,8,Fernando Alonso,ALO,Renault,44,DNF,0
NC,17,Jenson Button,BUT,BAR Honda,41,DNF,0
NC,20,Olivier Panis,PAN,Toyota,27,DNF,0
NC,14,Mark Webber,WEB,Jaguar Cosworth,21,DNF,0
NC,4,Ralf Schumacher,RSC,Williams BMW,21,DNF,0
NC,2,Rubens Barrichello,BAR,Ferrari,2,DNF,0
