Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Fernando Alonso,ALO,Renault,70,1:39:01.460,10
2,6,Kimi Räikkönen,RAI,McLaren Mercedes,70,+16.768s,8
3,3,Juan Pablo Montoya,MOY,Williams BMW,70,+34.537s,6
4,4,Ralf Schumacher,RSC,Williams BMW,70,+35.620s,5
5,5,David Coulthard,COU,McLaren Mercedes,70,+56.535s,4
6,14,Mark Webber,WEB,Jaguar Cosworth,70,+72.643s,3
7,7,Jarno Trulli,TRU,Renault,69,+1 lap,2
8,1,Michael Schumacher,MSC,Ferrari,69,+1 lap,1
9,9,Nick Heidfeld,HEI,Sauber Petronas,69,+1 lap,0
10,17,Jenson Button,BUT,BAR Honda,69,+1 lap,0
11,21,Cristiano da Matta,DAM,Toyota,68,+2 laps,0
12,19,Jos Verstappen,VER,Minardi Cosworth,67,+3 laps,0
13,18,Nicolas Kiesa,KIE,Minardi Cosworth,66,+4 laps,0
NC,10,Heinz-Harald Frentzen,FRE,Sauber Petronas,47,DNF,0
NC,15,Justin Wilson,WIL,Jaguar Cosworth,42,DNF,0
NC,12,Zsolt Baumgartner,BAU,Jordan Ford,34,DNF,0
NC,20,Olivier Panis,PAN,Toyota,33,DNF,0
NC,11,Giancarlo Fisichella,FIS,Jordan Ford,28,DNF,0
NC,2,Rubens Barrichello,BAR,Ferrari,19,DNF,0
NC,16,Jacques Villeneuve,VIL,BAR Honda,14,DNF,0
