Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Emerson Fittipaldi,FIT,Lotus Ford,76,1:47:50.200,9
2,1,Jackie Stewart,STE,Tyrrell Ford,76,+4.100s,6
3,19,Peter Revson,REV,McLaren Ford,76,+72.500s,4
4,17,Chris Amon,AMO,Matra,75,+1 lap,3
5,18,Denny Hulme,HUL,McLaren Ford,75,+1 lap,2
6,6,Arturo Merzario,MER,Ferrari,75,+1 lap,1
7,3,Ronnie Peterson,PET,March Ford,74,DNF,0
8,27,Carlos Reutemann,REU,Brabham Ford,73,+3 laps,0
9,4,Niki Lauda,LAU,March Ford,73,+3 laps,0
10,33,Rolf Stommelen,STO,Eifelland Ford,71,+5 laps,0
11,11,Jean-Pierre Beltoise,BEL,BRM,70,+6 laps,0
12,28,Wilson Fittipaldi,FIT,Brabham Ford,69,DNF,0
13,31,Mike Beuttler,BEU,March Ford,69,+7 laps,0
NC,22,Tim Schenken,SCH,Surtees Ford,64,DNF,0
NC,2,Francois Cevert,CEV,Tyrrell Ford,60,DNF,0
NC,9,Dave Walker,WAL,Lotus Ford,59,DNF,0
NC,5,Jacky Ickx,ICK,Ferrari,49,DNF,0
NC,26,Graham Hill,HIL,Brabham Ford,47,DNF,0
NC,25,Carlos Pace,PAC,March Ford,39,DNF,0
NC,14,Jackie Oliver,OLI,BRM,36,DNF,0
NC,21,Mike Hailwood,HAI,Surtees Ford,31,DNF,0
NC,29,Dave Charlton,CHA,Lotus Ford,21,DNF,0
NC,30,Nanni Galli,GAL,Tecno,9,DNF,0
NC,24,Henri Pescarolo,PES,Politoys Ford,7,DNF,0
NC,12,Peter Gethin,GET,BRM,5,DNF,0
NC,23,Andrea de Adamich,DEA,Surtees Ford,3,DNF,0
