Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,4,Jacky Ickx,ICK,Ferrari,14,1:42:12.300,9
2,9,Clay Regazzoni,REG,Ferrari,14,+48.300s,6
3,10,Ronnie Peterson,PET,March Ford,14,+66.700s,4
4,17,Howden Ganley,GAN,BRM,14,+140.200s,3
5,5,Brian Redman,RED,McLaren Ford,14,+155.700s,2
6,11,Graham Hill,HIL,Brabham Ford,14,+179.600s,1
7,26,Wilson Fittipaldi,FIT,Brabham Ford,14,+180.100s,0
8,28,Mike Beuttler,BEU,March Ford,14,+310.700s,0
9,6,Jean-Pierre Beltoise,BEL,BRM,14,+320.200s,0
10,7,Francois Cevert,CEV,Tyrrell Ford,14,+343.700s,0
11,1,Jackie Stewart,STE,Tyrrell Ford,13,DNF,0
12,19,Arturo Merzario,MER,Ferrari,13,+1 lap,0
13,16,Andrea de Adamich,DEA,Surtees Ford,13,+1 lap,0
14,15,Tim Schenken,SCH,Surtees Ford,13,+1 lap,0
15,8,Chris Amon,AMO,Matra,13,+1 lap,0
NC,21,Carlos Pace,PAC,March Ford,11,+3 laps,0
NC,20,Henri Pescarolo,PES,March Ford,10,DNF,0
NC,2,Emerson Fittipaldi,FIT,Lotus Ford,10,DNF,0
NC,3,Denny Hulme,HUL,McLaren Ford,8,DNF,0
NC,14,Mike Hailwood,HAI,Surtees Ford,8,DNF,0
NC,12,Carlos Reutemann,REU,Brabham Ford,6,DNF,0
NC,22,Rolf Stommelen,STO,Eifelland Ford,6,DNF,0
NC,25,Dave Walker,WAL,Lotus Ford,6,DNF,0
NC,27,Derek Bell,BEL,Tecno,4,DNF,0
NC,29,Dave Charlton,CHA,Lotus Ford,4,DNF,0
NC,23,Niki Lauda,LAU,March Ford,4,DNF,0
NC,18,Reine Wisell,WIS,BRM,3,DNF,0
