Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,4,Jackie Stewart,STE,Tyrrell Ford,38,1:52:21.500,9
2,1,Emerson Fittipaldi,FIT,Lotus Ford,38,+27.700s,6
3,9,Chris Amon,AMO,Matra,38,+31.900s,4
4,7,Francois Cevert,CEV,Tyrrell Ford,38,+49.300s,3
5,12,Ronnie Peterson,PET,March Ford,38,+56.800s,2
6,26,Mike Hailwood,HAI,Surtees Ford,38,+96.100s,1
7,2,Denny Hulme,HUL,McLaren Ford,38,+108.100s,0
8,19,Wilson Fittipaldi,FIT,Brabham Ford,38,+145.100s,0
9,11,Brian Redman,RED,McLaren Ford,38,+175.500s,0
10,18,Graham Hill,HIL,Brabham Ford,38,+179.500s,0
11,3,Jacky Ickx,ICK,Ferrari,37,+1 lap,0
12,20,Carlos Reutemann,REU,Brabham Ford,37,+1 lap,0
13,30,Nanni Galli,GAL,Ferrari,37,+1 lap,0
14,28,Andrea de Adamich,DEA,Surtees Ford,37,+1 lap,0
15,5,Jean-Pierre Beltoise,BEL,BRM,37,+1 lap,0
16,10,Rolf Stommelen,STO,Eifelland Ford,37,+1 lap,0
17,27,Tim Schenken,SCH,Surtees Ford,36,+2 laps,0
18,6,Dave Walker,WAL,Lotus Ford,34,DNF,0
NC,15,Mike Beuttler,BEU,March Ford,33,DNF,0
NC,8,Patrick Depailler,DEP,Tyrrell Ford,33,+5 laps,0
NC,24,Reine Wisell,WIS,BRM,25,DNF,0
NC,17,Carlos Pace,PAC,March Ford,18,DNF,0
NC,25,Helmut Marko,MAR,BRM,8,DNF,0
NC,14,Niki Lauda,LAU,March Ford,4,DNF,0
