Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,21,Jackie Stewart,STE,Tyrrell Ford,95,1:57:58.820,9
2,17,Denny Hulme,HUL,McLaren Ford,95,+25.960s,6
3,8,Jacky Ickx,ICK,Ferrari,95,+59.390s,4
4,9,Clay Regazzoni,REG,Ferrari,95,+66.720s,3
5,19,Tim Schenken,SCH,Surtees Ford,95,+69.110s,2
6,14,Ronnie Peterson,PET,March Ford,94,+1 lap,1
7,2,Carlos Reutemann,REU,Brabham Ford,93,+2 laps,0
8,23,Henri Pescarolo,PES,March Ford,93,+2 laps,0
9,3,Howden Ganley,GAN,BRM,93,+2 laps,0
10,7,Helmut Marko,MAR,BRM,93,+2 laps,0
11,15,Niki Lauda,LAU,March Ford,93,+2 laps,0
NC,11,Emerson Fittipaldi,FIT,Lotus Ford,61,DNF,0
NC,4,Reine Wisell,WIS,BRM,59,DNF,0
NC,22,Francois Cevert,CEV,Tyrrell Ford,59,DNF,0
NC,18,Peter Revson,REV,McLaren Ford,49,DNF,0
NC,10,Mario Andretti,AND,Ferrari,20,DNF,0
NC,1,Graham Hill,HIL,Brabham Ford,11,DNF,0
NC,20,Andrea de Adamich,DEA,Surtees Ford,11,DNF,0
DQ,12,Dave Walker,WAL,Lotus Ford,8,DSQ,0
NC,5,Peter Gethin,GET,BRM,1,DNF,0
NC,6,Alex Soler-Roig,SOL,BRM,1,DNF,0
