Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Dan Gurney,GUR,Brabham Climax,65,2:09:50.320,9
2,7,John Surtees,SUR,Ferrari,65,+68.940s,6
3,8,Lorenzo Bandini,BAN,Ferrari,65,+69.630s,4
4,2,Mike Spence,SPE,Lotus Climax,65,+81.860s,3
5,1,Jim Clark,CLA,Lotus Climax,64,DNF,2
6,18,Pedro Rodriguez,ROD,Ferrari,64,+1 lap,1
7,9,Bruce McLaren,MCL,Cooper Climax,64,+1 lap,0
8,4,Richie Ginther,GIN,BRM,64,+1 lap,0
9,10,Phil Hill,HIL,Cooper Climax,63,DNF,0
10,17,Moises Solana,SOL,Lotus Climax,63,+2 laps,0
11,3,Graham Hill,HIL,BRM,63,+2 laps,0
12,11,Innes Ireland,IRE,BRP BRM,61,+4 laps,0
13,23,Hap Sharp,SHA,Brabham BRM,60,+5 laps,0
NC,15,Chris Amon,AMO,Lotus BRM,45,DNF,0
NC,5,Jack Brabham,BRA,Brabham Climax,44,DNF,0
NC,14,Mike Hailwood,HAI,Lotus BRM,11,DNF,0
NC,22,Jo Siffert,SIF,Brabham BRM,10,DNF,0
NC,16,Jo Bonnier,BON,Brabham Climax,9,DNF,0
NC,12,Trevor Taylor,TAY,BRP BRM,5,DNF,0
