Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,John Surtees,SUR,Ferrari,15,2:12:04.800,9
2,3,Graham Hill,HIL,BRM,15,+75.600s,6
3,8,Lorenzo Bandini,BAN,Ferrari,15,+292.800s,4
4,19,Jo Siffert,SIF,Brabham BRM,15,+323.100s,3
5,22,Maurice Trintignant,TRI,BRM,14,DNF,2
6,26,Tony Maggs,MAG,BRM,14,+1 lap,1
7,4,Richie Ginther,GIN,BRM,14,+1 lap,0
8,2,Mike Spence,SPE,Lotus Climax,14,+1 lap,0
9,23,Gerhard Mitter,MIT,Lotus Climax,14,+1 lap,0
10,5,Dan Gurney,GUR,Brabham Climax,14,+1 lap,0
11,14,Chris Amon,AMO,Lotus BRM,12,DNF,0
12,6,Jack Brabham,BRA,Brabham Climax,11,DNF,0
13,20,Ronnie Bucknum,BUC,Honda,11,DNF,0
14,27,Peter Revson,REV,Lotus BRM,10,DNF,0
NC,1,Jim Clark,CLA,Lotus Climax,7,DNF,0
NC,9,Bruce McLaren,MCL,Cooper Climax,4,DNF,0
NC,16,Bob Anderson,AND,Brabham Climax,4,DNF,0
NC,12,Edgar Barth,BAR,Cooper Climax,3,DNF,0
NC,18,Giancarlo Baghetti,BAG,BRM,2,DNF,0
NC,10,Phil Hill,HIL,Cooper Climax,1,DNF,0
NC,15,Mike Hailwood,HAI,Lotus BRM,0,DNF,0
NC,11,Jo Bonnier,BON,Brabham BRM,0,DNF,0
