Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,23,Jim Clark,CLA,Lotus Climax,32,2:06:40.500,9
2,20,Bruce McLaren,MCL,Cooper Climax,32,+3.400s,6
3,14,Jack Brabham,BRA,Brabham Climax,32,+48.100s,4
4,2,Richie Ginther,GIN,BRM,32,+118.600s,3
5,1,Graham Hill,HIL,BRM,31,DNF,2
6,15,Dan Gurney,GUR,Brabham Climax,31,DNF,1
7,4,Trevor Taylor,TAY,BRP BRM,31,+1 lap,0
8,6,Giancarlo Baghetti,BAG,BRM,31,+1 lap,0
9,24,Peter Arundell,ARU,Lotus Climax,28,+4 laps,0
10,3,Innes Ireland,IRE,BRP BRM,28,+4 laps,0
DQ,29,Peter Revson,REV,Lotus BRM,27,DSQ,0
NC,17,Jo Siffert,SIF,Brabham BRM,13,DNF,0
NC,21,Phil Hill,HIL,Cooper Climax,13,DNF,0
NC,11,Lorenzo Bandini,BAN,Ferrari,11,DNF,0
NC,28,Andre Pilette,PIL,Scirocco Climax,10,DNF,0
NC,16,Jo Bonnier,BON,Brabham BRM,7,DNF,0
NC,27,Chris Amon,AMO,Lotus BRM,3,DNF,0
NC,10,John Surtees,SUR,Ferrari,3,DNF,0
