Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,22,Dan Gurney,GUR,Brabham Climax,57,2:07:49.100,9
2,8,Graham Hill,HIL,BRM,57,+24.100s,6
3,20,Jack Brabham,BRA,Brabham Climax,57,+24.900s,4
4,4,Peter Arundell,ARU,Lotus Climax,57,+70.600s,3
5,10,Richie Ginther,GIN,BRM,57,+132.100s,2
6,12,Bruce McLaren,MCL,Cooper Climax,56,+1 lap,1
7,14,Phil Hill,HIL,Cooper Climax,56,+1 lap,0
8,6,Mike Hailwood,HAI,Lotus BRM,56,+1 lap,0
9,26,Lorenzo Bandini,BAN,Ferrari,55,+2 laps,0
10,34,Chris Amon,AMO,Lotus BRM,53,+4 laps,0
11,28,Maurice Trintignant,TRI,BRM,52,+5 laps,0
12,19,Bob Anderson,AND,Brabham Climax,50,+7 laps,0
NC,16,Innes Ireland,IRE,BRP BRM,31,DNF,0
NC,2,Jim Clark,CLA,Lotus Climax,31,DNF,0
NC,24,John Surtees,SUR,Ferrari,6,DNF,0
NC,18,Trevor Taylor,TAY,BRP BRM,6,DNF,0
NC,30,Jo Siffert,SIF,Brabham BRM,4,DNF,0
