Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,John Surtees,SUR,Ferrari,78,2:10:51.800,9
2,26,Bruce McLaren,MCL,Cooper Climax,78,+66.000s,6
3,4,Lorenzo Bandini,BAN,Ferrari,77,+1 lap,4
4,20,Richie Ginther,GIN,BRM,77,+1 lap,3
5,46,Innes Ireland,IRE,BRP BRM,77,+1 lap,2
6,10,Mike Spence,SPE,Lotus Climax,77,+1 lap,1
7,12,Jo Siffert,SIF,Brabham BRM,77,+1 lap,0
8,30,Giancarlo Baghetti,BAG,BRM,77,+1 lap,0
9,6,Ludovico Scarfiotti,SCA,Ferrari,77,+1 lap,0
10,16,Dan Gurney,GUR,Brabham Climax,75,+3 laps,0
11,22,Bob Anderson,AND,Brabham Climax,75,+3 laps,0
12,34,Jo Bonnier,BON,Brabham Climax,74,+4 laps,0
13,38,Peter Revson,REV,Lotus BRM,72,+6 laps,0
14,14,Jack Brabham,BRA,Brabham Climax,59,DNF,0
NC,8,Jim Clark,CLA,Lotus Climax,27,DNF,0
NC,50,Mario de Araujo Cabral,DEA,Derrington-Francis ATS,24,DNF,0
NC,48,Maurice Trintignant,TRI,BRM,21,DNF,0
NC,28,Ronnie Bucknum,BUC,Honda,12,DNF,0
NC,40,Mike Hailwood,HAI,Lotus BRM,4,DNF,0
NC,18,Graham Hill,HIL,BRM,0,DNF,0
