Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,28,Gerhard Berger,BER,Ferrari,1:54.392,12
2,27,Jean Alesi,ALE,Ferrari,1:54.631,12
3,8,Mika Hakkinen,HAK,McLaren Mercedes,1:55.435,18
4,2,Johnny Herbert,HER,Benetton Renault,1:56.085,8
5,6,David Coulthard,COU,Williams Renault,1:56.254,18
6,7,Mark Blundell,BLU,McLaren Mercedes,1:56.622,20
7,15,Eddie Irvine,IRV,Jordan Peugeot,1:57.001,17
8,5,Damon Hill,HIL,Williams Renault,1:57.768,19
9,26,Olivier Panis,PAN,Ligier Mugen Honda,1:58.021,20
10,30,Heinz-Harald Frentzen,FRE,Sauber Ford,1:58.148,21
11,4,Mika Salo,SAL,Tyrrell Yamaha,1:58.224,15
12,14,Rubens Barrichello,BAR,Jordan Peugeot,1:58.293,15
13,25,Martin Brundle,BRU,Ligier Mugen Honda,1:58.314,19
14,29,Jean-Christophe Boullion,BOU,Sauber Ford,1:58.356,18
15,3,Ukyo Katayama,KAT,Tyrrell Yamaha,1:58.551,18
16,1,Michael Schumacher,MSC,Benetton Renault,1:59.079,13
17,23,Pedro Lamy,LAM,Minardi Ford,1:59.256,18
18,10,Taki Inoue,INO,Footwork Hart,2:00.990,16
19,24,Luca Badoer,BAD,Minardi Ford,2:01.013,13
20,9,Massimiliano Papis,PAP,Footwork Hart,2:01.685,19
21,17,Andrea Montermini,MON,Pacific Ilmor,2:02.405,12
22,22,Roberto Moreno,MOR,Forti Ford,2:03.817,19
23,16,Giovanni Lavaggi,LAV,Pacific Ilmor,2:06.407,14
24,21,Pedro Diniz,DIN,Forti Ford,2:09.537,15
