Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,2,Rubens Barrichello,BAR,Ferrari,1:20.089,6
2,3,Juan Pablo Montoya,MOY,Williams BMW,1:20.620,6
3,1,Michael Schumacher,MSC,Ferrari,1:20.637,6
4,8,Fernando Alonso,ALO,Renault,1:20.645,6
5,10,Takuma Sato,SAT,BAR Honda,1:20.715,6
6,9,Jenson Button,BUT,BAR Honda,1:20.786,6
7,6,Kimi Räikkönen,RAI,McLaren Mercedes,1:20.877,6
8,4,Antonio Pizzonia,PIZ,Williams BMW,1:20.888,6
9,7,Jarno Trulli,TRU,Renault,1:21.027,6
10,5,David Coulthard,COU,McLaren Mercedes,1:21.049,6
11,16,Ricardo Zonta,ZON,Toyota,1:21.520,6
12,14,Mark Webber,WEB,Jaguar Cosworth,1:21.602,6
13,17,Olivier Panis,PAN,Toyota,1:21.841,6
14,15,Christian Klien,KLI,Jaguar Cosworth,1:21.989,6
15,11,Giancarlo Fisichella,FIS,Sauber Petronas,1:22.239,6
16,12,Felipe Massa,MAS,Sauber Petronas,1:22.287,6
17,18,Nick Heidfeld,HEI,Jordan Ford,1:22.301,5
18,19,Giorgio Pantano,PAN,Jordan Ford,1:23.239,6
19,21,Zsolt Baumgartner,BAU,Minardi Cosworth,1:24.808,6
20,20,Gianmaria Bruni,BRU,Minardi Cosworth,1:24.940,6
