Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,1,Michael Schumacher,MSC,Ferrari,1:28.351,6
2,10,Takuma Sato,SAT,BAR Honda,1:28.986,6
3,7,Jarno Trulli,TRU,Renault,1:29.135,6
4,6,Kimi Räikkönen,RAI,McLaren Mercedes,1:29.137,6
5,9,Jenson Button,BUT,BAR Honda,1:29.245,6
6,8,Fernando Alonso,ALO,Renault,1:29.313,6
7,2,Rubens Barrichello,BAR,Ferrari,1:29.353,6
8,3,Juan Pablo Montoya,MOY,Williams BMW,1:29.354,6
9,4,Ralf Schumacher,RSC,Williams BMW,1:29.459,6
10,17,Olivier Panis,PAN,Toyota,1:29.697,6
11,16,Cristiano da Matta,DAM,Toyota,1:29.706,6
12,15,Christian Klien,KLI,Jaguar Cosworth,1:31.431,7
13,18,Nick Heidfeld,HEI,Jordan Ford,1:31.604,6
14,14,Mark Webber,WEB,Jaguar Cosworth,1:31.797,6
15,19,Giorgio Pantano,PAN,Jordan Ford,1:31.979,6
16,12,Felipe Massa,MAS,Sauber Petronas,1:31.982,6
17,21,Zsolt Baumgartner,BAU,Minardi Cosworth,1:34.398,6
18,5,David Coulthard,COU,McLaren Mercedes,1:28.717,3
19,11,Giancarlo Fisichella,FIS,Sauber Petronas,1:29.327,5
20,20,Gianmaria Bruni,BRU,Minardi Cosworth,1:33.077,3
