Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Ronnie Peterson,PET,Lotus Ford,54,1:41:36.520,9
2,6,Francois Cevert,CEV,Tyrrell Ford,54,+40.920s,6
3,10,Carlos Reutemann,REU,Brabham Ford,54,+46.480s,4
4,5,Jackie Stewart,STE,Tyrrell Ford,54,+46.930s,3
5,3,Jacky Ickx,ICK,Ferrari,54,+48.900s,2
6,27,James Hunt,HUN,March Ford,54,+82.540s,1
7,4,Arturo Merzario,MER,Ferrari,54,+89.190s,0
8,7,Denny Hulme,HUL,McLaren Ford,54,+89.530s,0
9,21,Niki Lauda,LAU,BRM,54,+105.760s,0
10,12,Graham Hill,HIL,Shadow Ford,53,+1 lap,0
11,20,Jean-Pierre Beltoise,BEL,BRM,53,+1 lap,0
12,19,Clay Regazzoni,REG,BRM,53,+1 lap,0
13,24,Carlos Pace,PAC,Surtees Ford,51,+3 laps,0
14,25,Howden Ganley,GAN,Iso Marlboro Ford,51,+3 laps,0
15,29,Rikky von Opel,VON,Ensign Ford,51,+3 laps,0
16,11,Wilson Fittipaldi,FIT,Brabham Ford,50,DNF,0
NC,8,Jody Scheckter,SCH,McLaren Ford,43,DNF,0
NC,1,Emerson Fittipaldi,FIT,Lotus Ford,41,DNF,0
NC,23,Mike Hailwood,HAI,Surtees Ford,29,DNF,0
NC,9,Andrea de Adamich,DEA,Brabham Ford,28,DNF,0
NC,15,Reine Wisell,WIS,March Ford,20,DNF,0
NC,16,George Follmer,FOL,Shadow Ford,16,DNF,0
NC,26,Henri Pescarolo,PES,Iso Marlboro Ford,16,DNF,0
NC,14,Jean-Pierre Jarier,JAR,March Ford,7,DNF,0
NC,17,Jackie Oliver,OLI,Shadow Ford,0,DNF,0
