Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Ronnie Peterson,PET,Lotus Ford,54,1:28:48.780,9
2,5,Jackie Stewart,STE,Tyrrell Ford,54,+9.010s,6
3,24,Carlos Pace,PAC,Surtees Ford,54,+46.640s,4
4,10,Carlos Reutemann,REU,Brabham Ford,54,+47.910s,3
5,20,Jean-Pierre Beltoise,BEL,BRM,54,+81.600s,2
6,19,Clay Regazzoni,REG,BRM,54,+98.400s,1
7,4,Arturo Merzario,MER,Ferrari,53,+1 lap,0
8,7,Denny Hulme,HUL,McLaren Ford,53,+1 lap,0
9,26,Gijs van Lennep,VAN,Iso Marlboro Ford,52,+2 laps,0
10,23,Mike Hailwood,HAI,Surtees Ford,49,+5 laps,0
11,1,Emerson Fittipaldi,FIT,Lotus Ford,48,DNF,0
NC,25,Howden Ganley,GAN,Iso Marlboro Ford,44,+10 laps,0
NC,18,Jean-Pierre Jarier,JAR,March Ford,37,DNF,0
NC,28,Rikky von Opel,VON,Ensign Ford,34,DNF,0
NC,11,Wilson Fittipaldi,FIT,Brabham Ford,31,DNF,0
NC,12,Graham Hill,HIL,Shadow Ford,28,DNF,0
NC,16,George Follmer,FOL,Shadow Ford,23,DNF,0
NC,9,Rolf Stommelen,STO,Brabham Ford,21,DNF,0
NC,17,Jackie Oliver,OLI,Shadow Ford,9,DNF,0
NC,6,Francois Cevert,CEV,Tyrrell Ford,6,DNF,0
NC,27,James Hunt,HUN,March Ford,3,DNF,0
NC,8,Peter Revson,REV,McLaren Ford,0,DNF,0
NC,15,Mike Beuttler,BEU,March Ford,0,DNF,0
