Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Jackie Stewart,STE,Tyrrell Ford,70,1:42:13.430,9
2,6,Francois Cevert,CEV,Tyrrell Ford,70,+31.840s,6
3,1,Emerson Fittipaldi,FIT,Lotus Ford,70,+122.790s,4
4,9,Andrea de Adamich,DEA,Brabham Ford,69,+1 lap,3
5,21,Niki Lauda,LAU,BRM,69,+1 lap,2
6,22,Chris Amon,AMO,Tecno,67,+3 laps,1
7,7,Denny Hulme,HUL,McLaren Ford,67,+3 laps,0
8,24,Carlos Pace,PAC,Surtees Ford,66,+4 laps,0
9,12,Graham Hill,HIL,Shadow Ford,65,+5 laps,0
10,19,Clay Regazzoni,REG,BRM,63,DNF,0
11,15,Mike Beuttler,BEU,March Ford,63,DNF,0
NC,14,Jean-Pierre Jarier,JAR,March Ford,60,DNF,0
NC,20,Jean-Pierre Beltoise,BEL,BRM,56,DNF,0
NC,11,Wilson Fittipaldi,FIT,Brabham Ford,46,DNF,0
NC,2,Ronnie Peterson,PET,Lotus Ford,42,DNF,0
NC,8,Peter Revson,REV,McLaren Ford,33,DNF,0
NC,25,Howden Ganley,GAN,Iso Marlboro Ford,16,DNF,0
NC,10,Carlos Reutemann,REU,Brabham Ford,14,DNF,0
NC,16,George Follmer,FOL,Shadow Ford,13,DNF,0
NC,17,Jackie Oliver,OLI,Shadow Ford,11,DNF,0
NC,26,Nanni Galli,GAL,Iso Marlboro Ford,6,DNF,0
NC,3,Jacky Ickx,ICK,Ferrari,6,DNF,0
NC,23,Mike Hailwood,HAI,Surtees Ford,4,DNF,0
