Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Peter Revson,REV,McLaren Ford,67,1:29:18.500,9
2,2,Ronnie Peterson,PET,Lotus Ford,67,+2.800s,6
3,7,Denny Hulme,HUL,McLaren Ford,67,+3.000s,4
4,27,James Hunt,HUN,March Ford,67,+3.400s,3
5,6,Francois Cevert,CEV,Tyrrell Ford,67,+36.600s,2
6,10,Carlos Reutemann,REU,Brabham Ford,67,+44.700s,1
7,19,Clay Regazzoni,REG,BRM,67,+71.700s,0
8,3,Jacky Ickx,ICK,Ferrari,67,+77.400s,0
9,25,Howden Ganley,GAN,Iso Marlboro Ford,66,+1 lap,0
10,5,Jackie Stewart,STE,Tyrrell Ford,66,+1 lap,0
11,15,Mike Beuttler,BEU,March Ford,65,+2 laps,0
12,21,Niki Lauda,LAU,BRM,63,+4 laps,0
13,28,Rikky von Opel,VON,Ensign Ford,61,+6 laps,0
NC,11,Wilson Fittipaldi,FIT,Brabham Ford,44,DNF,0
NC,1,Emerson Fittipaldi,FIT,Lotus Ford,36,DNF,0
NC,29,John Watson,WAT,Brabham Ford,36,DNF,0
NC,12,Graham Hill,HIL,Shadow Ford,24,DNF,0
NC,22,Chris Amon,AMO,Tecno,6,DNF,0
NC,26,Graham McRae,MCR,Iso Marlboro Ford,0,DNF,0
NC,20,Jean-Pierre Beltoise,BEL,BRM,0,DNF,0
NC,9,Andrea de Adamich,DEA,Brabham Ford,0,DNF,0
NC,16,George Follmer,FOL,Shadow Ford,0,DNF,0
NC,23,Mike Hailwood,HAI,Surtees Ford,0,DNF,0
NC,31,Jochen Mass,MAS,Surtees Ford,0,DNF,0
NC,24,Carlos Pace,PAC,Surtees Ford,0,DNF,0
NC,30,Jody Scheckter,SCH,McLaren Ford,0,DNF,0
NC,14,Roger Williamson,WIL,March Ford,0,DNF,0
NC,17,Jackie Oliver,OLI,Shadow Ford,0,DNF,0
