Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Jackie Stewart,STE,Tyrrell Ford,14,1:42:03.000,9
2,6,Francois Cevert,CEV,Tyrrell Ford,14,+1.600s,6
3,30,Jacky Ickx,ICK,McLaren Ford,14,+41.200s,4
4,24,Carlos Pace,PAC,Surtees Ford,14,+53.800s,3
5,11,Wilson Fittipaldi,FIT,Brabham Ford,14,+79.900s,2
6,1,Emerson Fittipaldi,FIT,Lotus Ford,14,+84.300s,1
7,31,Jochen Mass,MAS,Surtees Ford,14,+85.200s,0
8,17,Jackie Oliver,OLI,Shadow Ford,14,+85.700s,0
9,8,Peter Revson,REV,McLaren Ford,14,+131.800s,0
10,26,Henri Pescarolo,PES,Iso Marlboro Ford,14,+142.500s,0
11,9,Rolf Stommelen,STO,Brabham Ford,14,+207.300s,0
12,7,Denny Hulme,HUL,McLaren Ford,14,+218.700s,0
13,12,Graham Hill,HIL,Shadow Ford,14,+229.000s,0
14,23,Mike Hailwood,HAI,Surtees Ford,13,+1 lap,0
15,18,David Purley,PUR,March Ford,13,+1 lap,0
16,15,Mike Beuttler,BEU,March Ford,13,+1 lap,0
NC,10,Carlos Reutemann,REU,Brabham Ford,7,DNF,0
NC,19,Clay Regazzoni,REG,BRM,7,DNF,0
NC,16,George Follmer,FOL,Shadow Ford,5,DNF,0
NC,20,Jean-Pierre Beltoise,BEL,BRM,4,DNF,0
NC,21,Niki Lauda,LAU,BRM,1,DNF,0
NC,2,Ronnie Peterson,PET,Lotus Ford,0,DNF,0
