Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Emerson Fittipaldi,FIT,Lotus Ford,96,1:56:18.220,9
2,8,Francois Cevert,CEV,Tyrrell Ford,96,+4.690s,6
3,6,Jackie Stewart,STE,Tyrrell Ford,96,+33.190s,4
4,18,Jacky Ickx,ICK,Ferrari,96,+42.570s,3
5,14,Denny Hulme,HUL,McLaren Ford,95,+1 lap,2
6,12,Wilson Fittipaldi,FIT,Brabham Ford,95,+1 lap,1
7,32,Clay Regazzoni,REG,BRM,93,+3 laps,0
8,16,Peter Revson,REV,McLaren Ford,92,+4 laps,0
9,20,Arturo Merzario,MER,Ferrari,92,+4 laps,0
10,22,Mike Beuttler,BEU,March Ford,90,DNF,0
NC,24,Jean-Pierre Jarier,JAR,March Ford,84,DNF,0
NC,30,Jean-Pierre Beltoise,BEL,BRM,79,DNF,0
NC,38,Howden Ganley,GAN,Iso Marlboro Ford,79,+17 laps,0
NC,4,Ronnie Peterson,PET,Lotus Ford,66,DNF,0
NC,34,Niki Lauda,LAU,BRM,66,DNF,0
NC,10,Carlos Reutemann,REU,Brabham Ford,16,DNF,0
NC,28,Carlos Pace,PAC,Surtees Ford,10,DNF,0
NC,26,Mike Hailwood,HAI,Surtees Ford,10,DNF,0
NC,36,Nanni Galli,GAL,Iso Marlboro Ford,0,DNF,0
