Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,John Watson,WAT,McLaren Ford,62,1:58:41.043,9
2,25,Eddie Cheever,CHE,Ligier Matra,62,+15.730s,6
3,28,Didier Pironi,PIR,Ferrari,62,+28.080s,4
4,6,Keke Rosberg,ROS,Williams Ford,62,+71.980s,3
5,5,Derek Daly,DAL,Williams Ford,62,+83.760s,2
6,26,Jacques Laffite,LAF,Ligier Matra,61,+1 lap,1
7,17,Jochen Mass,MAS,March Ford,61,+1 lap,0
8,29,Marc Surer,SUR,Arrows Ford,61,+1 lap,0
9,4,Brian Henton,HEN,Tyrrell Ford,60,+2 laps,0
10,16,Rene Arnoux,ARN,Renault,59,+3 laps,0
11,20,Chico Serra,SER,Fittipaldi Ford,59,+3 laps,0
NC,15,Alain Prost,PRO,Renault,54,+8 laps,0
NC,12,Nigel Mansell,MAN,Lotus Ford,44,DNF,0
NC,8,Niki Lauda,LAU,McLaren Ford,40,DNF,0
NC,3,Michele Alboreto,ALB,Tyrrell Ford,40,DNF,0
NC,23,Bruno Giacomelli,GIA,Alfa Romeo,30,DNF,0
NC,11,Elio de Angelis,DEA,Lotus Ford,17,DNF,0
NC,10,Eliseo Salazar,SAL,ATS Ford,13,DNF,0
NC,14,Roberto Guerrero,GUE,Ensign Ford,6,DNF,0
NC,2,Riccardo Patrese,PAT,Brabham Ford,6,DNF,0
NC,22,Andrea de Cesaris,DEC,Alfa Romeo,2,DNF,0
NC,31,Jean-Pierre Jarier,JAR,Osella Ford,2,DNF,0
NC,9,Manfred Winkelhock,WIN,ATS Ford,1,DNF,0
NC,18,Raul Boesel,BOE,March Ford,0,DNF,0
NC,30,Mauro Baldi,BAL,Arrows Ford,0,DNF,0
