Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,27,Patrick Tambay,TAM,Ferrari,45,1:27:25.178,9
2,16,Rene Arnoux,ARN,Renault,45,+16.380s,6
3,6,Keke Rosberg,ROS,Williams Ford,44,+1 lap,4
4,3,Michele Alboreto,ALB,Tyrrell Ford,44,+1 lap,3
5,23,Bruno Giacomelli,GIA,Alfa Romeo,44,+1 lap,2
6,29,Marc Surer,SUR,Arrows Ford,44,+1 lap,1
7,4,Brian Henton,HEN,Tyrrell Ford,44,+1 lap,0
8,14,Roberto Guerrero,GUE,Ensign Ford,44,+1 lap,0
9,12,Nigel Mansell,MAN,Lotus Ford,43,+2 laps,0
10,35,Derek Warwick,WAR,Toleman Hart,43,+2 laps,0
11,20,Chico Serra,SER,Fittipaldi Ford,43,+2 laps,0
NC,7,John Watson,WAT,McLaren Ford,36,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Matra,36,DNF,0
NC,5,Derek Daly,DAL,Williams Ford,25,DNF,0
NC,18,Raul Boesel,BOE,March Ford,22,DNF,0
NC,11,Elio de Angelis,DEA,Lotus Ford,21,DNF,0
NC,1,Nelson Piquet,PIQ,Brabham BMW,18,DNF,0
NC,10,Eliseo Salazar,SAL,ATS Ford,17,DNF,0
NC,15,Alain Prost,PRO,Renault,14,DNF,0
NC,2,Riccardo Patrese,PAT,Brabham BMW,13,DNF,0
NC,22,Andrea de Cesaris,DEC,Alfa Romeo,9,DNF,0
NC,25,Eddie Cheever,CHE,Ligier Matra,8,DNF,0
NC,30,Mauro Baldi,BAL,Arrows Ford,6,DNF,0
NC,31,Jean-Pierre Jarier,JAR,Osella Ford,3,DNF,0
NC,9,Manfred Winkelhock,WIN,ATS Ford,3,DNF,0
