Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,28,Didier Pironi,PIR,Ferrari,60,1:36:38.887,9
2,27,Gilles Villeneuve,VIL,Ferrari,60,+0.370s,6
3,3,Michele Alboreto,ALB,Tyrrell Ford,60,+67.680s,4
4,31,Jean-Pierre Jarier,JAR,Osella Ford,59,+1 lap,3
5,10,Eliseo Salazar,SAL,ATS Ford,57,+3 laps,2
DQ,9,Manfred Winkelhock,WIN,ATS Ford,54,DSQ,0
NC,36,Teo Fabi,FAB,Toleman Hart,52,+8 laps,0
NC,16,Rene Arnoux,ARN,Renault,44,DNF,0
NC,23,Bruno Giacomelli,GIA,Alfa Romeo,24,DNF,0
NC,32,Riccardo Paletti,PAL,Osella Ford,7,DNF,0
NC,15,Alain Prost,PRO,Renault,6,DNF,0
NC,22,Andrea de Cesaris,DEC,Alfa Romeo,4,DNF,0
NC,4,Brian Henton,HEN,Tyrrell Ford,0,DNF,0
