Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Niki Lauda,LAU,McLaren Ford,76,1:35:33.812,9
2,28,Didier Pironi,PIR,Ferrari,76,+25.730s,6
3,27,Patrick Tambay,TAM,Ferrari,76,+38.440s,4
4,11,Elio de Angelis,DEA,Lotus Ford,76,+41.240s,3
5,5,Derek Daly,DAL,Williams Ford,76,+41.430s,2
6,15,Alain Prost,PRO,Renault,76,+41.640s,1
7,23,Bruno Giacomelli,GIA,Alfa Romeo,75,+1 lap,0
8,4,Brian Henton,HEN,Tyrrell Ford,75,+1 lap,0
9,30,Mauro Baldi,BAL,Arrows Ford,74,+2 laps,0
10,17,Jochen Mass,MAS,March Ford,73,+3 laps,0
NC,22,Andrea de Cesaris,DEC,Alfa Romeo,66,DNF,0
NC,25,Eddie Cheever,CHE,Ligier Matra,60,DNF,0
NC,29,Marc Surer,SUR,Arrows Ford,59,DNF,0
NC,6,Keke Rosberg,ROS,Williams Ford,50,DNF,0
NC,3,Michele Alboreto,ALB,Tyrrell Ford,44,DNC,0
NC,26,Jacques Laffite,LAF,Ligier Matra,41,DNF,0
NC,35,Derek Warwick,WAR,Toleman Hart,40,DNF,0
NC,12,Nigel Mansell,MAN,Lotus Ford,29,DNF,0
NC,1,Nelson Piquet,PIQ,Brabham BMW,9,DNF,0
NC,14,Roberto Guerrero,GUE,Ensign Ford,3,DNF,0
NC,31,Jean-Pierre Jarier,JAR,Osella Ford,2,DNF,0
NC,20,Chico Serra,SER,Fittipaldi Ford,2,DNF,0
NC,7,John Watson,WAT,McLaren Ford,2,DNF,0
NC,36,Teo Fabi,FAB,Toleman Hart,0,DNF,0
NC,16,Rene Arnoux,ARN,Renault,0,DNF,0
NC,2,Riccardo Patrese,PAT,Brabham BMW,0,DNF,0
