Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,71,1:21:56.024,25
2,7,Kimi Räikkönen,RAI,Ferrari,71,+1.504s,18
3,5,Sebastian Vettel,VET,Ferrari,71,+3.181s,15
4,8,Romain Grosjean,GRO,Haas Ferrari,70,+1 lap,12
5,20,Kevin Magnussen,MAG,Haas Ferrari,70,+1 lap,10
6,31,Esteban Ocon,OCO,Force India Mercedes,70,+1 lap,8
7,11,Sergio Perez,PER,Force India Mercedes,70,+1 lap,6
8,14,Fernando Alonso,ALO,McLaren Renault,70,+1 lap,4
9,16,Charles Leclerc,LEC,Sauber Ferrari,70,+1 lap,2
10,9,Marcus Ericsson,ERI,Sauber Ferrari,70,+1 lap,1
11,10,Pierre Gasly,GAS,Scuderia Toro Rosso Honda,70,+1 lap,0
12,55,Carlos Sainz,SAI,Renault,70,+1 lap,0
13,35,Sergey Sirotkin,SIR,Williams Mercedes,69,+2 laps,0
14,18,Lance Stroll,STR,Williams Mercedes,69,+2 laps,0
15,2,Stoffel Vandoorne,VAN,McLaren Renault,65,DNF,0
NC,44,Lewis Hamilton,HAM,Mercedes,62,DNF,0
NC,28,Brendon Hartley,HAR,Scuderia Toro Rosso Honda,54,DNF,0
NC,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,53,DNF,0
NC,77,Valtteri Bottas,BOT,Mercedes,13,DNF,0
NC,27,Nico Hulkenberg,HUL,Renault,11,DNF,0
