Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,44,Lewis Hamilton,HAM,Mercedes,53,1:30:11.385,25
2,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,53,+7.090s,18
3,7,Kimi Räikkönen,RAI,Ferrari,53,+25.888s,15
4,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,53,+34.736s,12
5,5,Sebastian Vettel,VET,Ferrari,53,+61.935s,10
6,20,Kevin Magnussen,MAG,Haas Ferrari,53,+79.364s,8
7,77,Valtteri Bottas,BOT,Mercedes,53,+80.632s,6
8,55,Carlos Sainz,SAI,Renault,53,+87.184s,4
9,27,Nico Hulkenberg,HUL,Renault,53,+91.989s,2
10,16,Charles Leclerc,LEC,Sauber Ferrari,53,+93.873s,1
11,8,Romain Grosjean,GRO,Haas Ferrari,52,+1 lap,0
12,2,Stoffel Vandoorne,VAN,McLaren Renault,52,+1 lap,0
13,9,Marcus Ericsson,ERI,Sauber Ferrari,52,+1 lap,0
14,28,Brendon Hartley,HAR,Scuderia Toro Rosso Honda,52,+1 lap,0
15,35,Sergey Sirotkin,SIR,Williams Mercedes,52,+1 lap,0
16,14,Fernando Alonso,ALO,McLaren Renault,50,DNF,0
17,18,Lance Stroll,STR,Williams Mercedes,48,DNF,0
NC,11,Sergio Perez,PER,Force India Mercedes,27,DNF,0
NC,31,Esteban Ocon,OCO,Force India Mercedes,0,DNF,0
NC,10,Pierre Gasly,GAS,Scuderia Toro Rosso Honda,0,DNF,0
