Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Alain Prost,PRO,McLaren Honda,78,1:57:17.077,9
2,28,Gerhard Berger,BER,Ferrari,78,+20.453s,6
3,27,Michele Alboreto,ALB,Ferrari,78,+41.229s,4
4,17,Derek Warwick,WAR,Arrows Megatron,77,+1 lap,3
5,3,Jonathan Palmer,PAL,Tyrrell Ford,77,+1 lap,2
6,6,Riccardo Patrese,PAT,Williams Judd,77,+1 lap,1
7,29,Yannick Dalmas,DAL,Lola Ford,77,+1 lap,0
8,20,Thierry Boutsen,BOU,Benetton Ford,76,+2 laps,0
9,21,Nicola Larini,LAR,Osella,75,+3 laps,0
10,16,Ivan Capelli,CAP,March Judd,72,+6 laps,0
NC,12,Ayrton Senna,SEN,McLaren Honda,66,DNF,0
NC,30,Philippe Alliot,ALL,Lola Ford,50,DNF,0
NC,15,Mauricio Gugelmin,GUG,March Judd,45,DNF,0
NC,9,Piercarlo Ghinzani,GHI,Zakspeed,43,DNF,0
NC,19,Alessandro Nannini,NAN,Benetton Ford,38,DNF,0
NC,24,Luis Perez-Sala,PER,Minardi Ford,36,DNF,0
NC,5,Nigel Mansell,MAN,Williams Judd,32,DNF,0
NC,22,Andrea de Cesaris,DEC,Rial Ford,28,DNF,0
NC,25,Rene Arnoux,ARN,Ligier Judd,17,DNF,0
NC,32,Oscar Larrauri,LAR,Euro Brun Ford,14,DNF,0
NC,18,Eddie Cheever,CHE,Arrows Megatron,8,DNF,0
NC,26,Stefan Johansson,JOH,Ligier Judd,6,DNF,0
NC,31,Gabriele Tarquini,TAR,Coloni Ford,5,DNF,0
