Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,28,Gerhard Berger,BER,Ferrari,51,1:17:39.744,9
2,27,Michele Alboreto,ALB,Ferrari,51,+0.502s,6
3,18,Eddie Cheever,CHE,Arrows Megatron,51,+35.532s,4
4,17,Derek Warwick,WAR,Arrows Megatron,51,+36.114s,3
5,16,Ivan Capelli,CAP,March Judd,51,+52.522s,2
6,20,Thierry Boutsen,BOU,Benetton Ford,51,+59.878s,1
7,6,Riccardo Patrese,PAT,Williams Judd,51,+74.743s,0
8,15,Mauricio Gugelmin,GUG,March Judd,51,+92.566s,0
9,19,Alessandro Nannini,NAN,Benetton Ford,50,+1 lap,0
10,12,Ayrton Senna,SEN,McLaren Honda,49,DNF,0
11,5,Jean Louis Schlesser,SCH,Williams Judd,49,+2 laps,0
12,4,Julian Bailey,BAI,Tyrrell Ford,49,+2 laps,0
13,25,Rene Arnoux,ARN,Ligier Judd,49,+2 laps,0
NC,11,Alain Prost,PRO,McLaren Honda,34,DNF,0
NC,30,Philippe Alliot,ALL,Lola Ford,33,DNF,0
NC,14,Philippe Streiff,STR,AGS Ford,31,DNF,0
NC,10,Bernd Schneider,SCH,Zakspeed,28,DNF,0
NC,22,Andrea de Cesaris,DEC,Rial Ford,27,DNF,0
NC,9,Piercarlo Ghinzani,GHI,Zakspeed,25,DNF,0
NC,36,Alex Caffi,CAF,Dallara Ford,24,DNF,0
NC,29,Yannick Dalmas,DAL,Lola Ford,17,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ford,15,DNF,0
NC,2,Satoru Nakajima,NAK,Lotus Honda,14,DNF,0
NC,24,Luis Perez-Sala,PER,Minardi Ford,12,DNF,0
NC,1,Nelson Piquet,PIQ,Lotus Honda,11,DNF,0
NC,21,Nicola Larini,LAR,Osella,2,DNF,0
