Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,Alain Prost,PRO,McLaren TAG,60,1:36:53.679,9
2,28,Rene Arnoux,ARN,Ferrari,60,+13.416s,6
3,11,Elio de Angelis,DEA,Lotus Renault,59,DNF,4
4,16,Derek Warwick,WAR,Renault,59,+1 lap,3
5,18,Thierry Boutsen,BOU,Arrows Ford,59,+1 lap,2
6,26,Andrea de Cesaris,DEC,Ligier Renault,58,DNF,1
7,23,Eddie Cheever,CHE,Alfa Romeo,58,DNF,0
8,21,Mauro Baldi,BAL,Spirit Hart,58,+2 laps,0
9,10,Jonathan Palmer,PAL,RAM Hart,57,+3 laps,0
NC,9,Philippe Alliot,ALL,RAM Hart,53,DNF,0
NC,20,Johnny Cecotto,CEC,Toleman Hart,52,DNF,0
NC,1,Nelson Piquet,PIQ,Brabham BMW,48,DNF,0
NC,2,Teo Fabi,FAB,Brabham BMW,48,DNF,0
NC,30,Jo Gartner,GAR,Osella Alfa Romeo,46,DNF,0
NC,17,Marc Surer,SUR,Arrows BMW,40,DNF,0
NC,14,Manfred Winkelhock,WIN,ATS BMW,31,DNF,0
NC,27,Michele Alboreto,ALB,Ferrari,23,DNF,0
NC,8,Niki Lauda,LAU,McLaren TAG,15,DNF,0
NC,5,Jacques Laffite,LAF,Williams Honda,11,DNF,0
NC,22,Riccardo Patrese,PAT,Alfa Romeo,6,DNF,0
NC,12,Nigel Mansell,MAN,Lotus Renault,2,DNF,0
NC,6,Keke Rosberg,ROS,Williams Honda,2,DNF,0
