Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Graham Hill,HIL,Lotus Ford,80,1:56:59.400,9
2,16,Piers Courage,COU,Brabham Ford,80,+17.300s,6
3,9,Jo Siffert,SIF,Lotus Ford,80,+34.600s,4
4,2,Richard Attwood,ATT,Lotus Ford,80,+52.900s,3
5,4,Bruce McLaren,MCL,McLaren Ford,79,+1 lap,2
6,3,Denny Hulme,HUL,McLaren Ford,78,+2 laps,1
7,12,Vic Elford,ELF,Cooper Maserati,74,+6 laps,0
NC,6,Jacky Ickx,ICK,Brabham Ford,48,DNF,0
NC,7,Jackie Stewart,STE,Matra Ford,22,DNF,0
NC,8,Jean-Pierre Beltoise,BEL,Matra Ford,20,DNF,0
NC,11,Chris Amon,AMO,Ferrari,16,DNF,0
NC,10,Pedro Rodriguez,ROD,BRM,15,DNF,0
NC,17,Silvio Moser,MOS,Brabham Ford,15,DNF,0
NC,14,John Surtees,SUR,BRM,9,DNF,0
NC,5,Jack Brabham,BRA,Brabham Ford,9,DNF,0
NC,15,Jackie Oliver,OLI,BRM,0,DNF,0
