Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,20,Jackie Stewart,STE,Matra Ford,68,1:39:11.260,9
2,4,Jochen Rindt,RIN,Lotus Ford,68,+0.080s,6
3,22,Jean-Pierre Beltoise,BEL,Matra Ford,68,+0.170s,4
4,18,Bruce McLaren,MCL,McLaren Ford,68,+0.190s,3
5,32,Piers Courage,COU,Brabham Ford,68,+33.440s,2
6,10,Pedro Rodriguez,ROD,Ferrari,66,+2 laps,1
7,16,Denny Hulme,HUL,McLaren Ford,66,+2 laps,0
8,30,Jo Siffert,SIF,Lotus Ford,64,DNF,0
9,2,Graham Hill,HIL,Lotus Ford,63,DNF,0
10,26,Jacky Ickx,ICK,Brabham Ford,61,DNF,0
NC,14,John Surtees,SUR,BRM,60,+8 laps,0
NC,12,Jackie Oliver,OLI,BRM,48,DNF,0
NC,36,Silvio Moser,MOS,Brabham Ford,9,DNF,0
NC,28,Jack Brabham,BRA,Brabham Ford,6,DNF,0
NC,6,John Miles,MIL,Lotus Ford,3,DNF,0
