Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,4,Jackie Stewart,STE,Matra Ford,90,2:06:42.080,9
2,10,Jo Siffert,SIF,Lotus Ford,90,+24.520s,6
3,8,Chris Amon,AMO,Ferrari,90,+30.510s,4
4,7,Denny Hulme,HUL,McLaren Ford,90,+37.160s,3
5,12,Jacky Ickx,ICK,Brabham Ford,90,+37.670s,2
6,11,Jack Brabham,BRA,Brabham Ford,90,+70.810s,1
7,1,Graham Hill,HIL,Lotus Ford,88,+2 laps,0
8,5,Jean-Pierre Beltoise,BEL,Matra Ford,87,+3 laps,0
9,14,John Surtees,SUR,BRM,87,+3 laps,0
10,18,Vic Elford,ELF,McLaren Ford,84,+6 laps,0
NC,17,Silvio Moser,MOS,Brabham Ford,54,DNF,0
NC,6,Bruce McLaren,MCL,McLaren Ford,24,DNF,0
NC,2,Jochen Rindt,RIN,Lotus Ford,16,DNF,0
NC,16,Piers Courage,COU,Brabham Ford,12,DNF,0
NC,15,Jackie Oliver,OLI,BRM,9,DNF,0
