Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,Jackie Stewart,STE,Matra Ford,80,1:50:39.100,9
2,1,Graham Hill,HIL,Lotus Ford,80,+18.800s,6
3,5,Denny Hulme,HUL,McLaren Ford,80,+31.800s,4
4,4,Jo Siffert,SIF,Lotus Ford,80,+49.200s,3
5,6,Bruce McLaren,MCL,McLaren Ford,79,+1 lap,2
6,8,Jean-Pierre Beltoise,BEL,Matra Ford,78,+2 laps,1
7,11,Jackie Oliver,OLI,BRM,77,+3 laps,0
8,17,Sam Tingle,TIN,Brabham Repco,73,+7 laps,0
NC,19,Peter de Klerk,DEK,Brabham Repco,67,+13 laps,0
NC,2,Jochen Rindt,RIN,Lotus Ford,44,DNF,0
NC,10,John Surtees,SUR,BRM,40,DNF,0
NC,12,Pedro Rodriguez,ROD,BRM,38,DNF,0
NC,9,Chris Amon,AMO,Ferrari,34,DNF,0
NC,14,Jack Brabham,BRA,Brabham Ford,32,DNF,0
NC,3,Mario Andretti,AND,Lotus Ford,31,DNF,0
NC,16,John Love,LOV,Lotus Ford,31,DNF,0
NC,15,Jacky Ickx,ICK,Brabham Ford,20,DNF,0
NC,18,Basil van Rooyen,VAN,McLaren Ford,12,DNF,0
